Q100,Q102,Q105,Q106,Q105_a,Q113,Q113_A,Q116,Q116_A,Q117,Q118,tHFA_A001,tHFA_A002,HIV,TB,Malaria,ANC,Immu,Quality_Score,HW_Competence_Score,HW_Check,ANC_score,ART_score,TB_score,Patient_Centeredness_Score,PC_Individuals,PC_attributes,PC_avg_Communication,PC_avg_Respect,PC_avg_Autonomy,PC_avg_Confidentiality,PC_avg_Social support,PC_avg_HW told,PC_avg_Danger signs,PC_avg_Rudeness,PC_avg_Challenges,iss_score,iss_check,fac_iss,fac_tech,fac_stats,fac_group_PS,fac_comms_data,HTM-ANC,hiv testing,ART access,iptp scores,TB screening,system_CHW_score,chw_count,chw_show,chw_iss,chw_contract,chw_paid,chw_tools,facility_composite,HTM-ANC,presence_score,caseload,ANC_score,DPT_score,TB_treatment_completion,ART_retention,CHW_paid,CHW_scores,CLM_score,guideline_score,guide_HIV_test,guide_ART,guide_TB,guide_malaria,guide_anc,guide_immu,guide_imci,oxygen_score,oxygen_avl,oxygen_avo,test-capac,test-capac_check,with lab,without lab,vacancy_score,all_funded_posts,all_unfilled_posts
MWI_001193,Nkhata Bay District Hospital,North Zone,Nkhata Bay,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,54000,100,100,100,100,100,61.44949494949495,43.45454545454545,"[80.0, 80.0, 80.0, 80.0, 81.81818181818181, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0]",80.36363636363636,0.0,50.0,79.44444444444444,"[72.22222222222223, 75.0, 75.0, 81.25, 93.75]","[100, 100, 100, 100, 50, 100, 0, 100, 0, 100, 100, 100, 100, 75, 100, 0, 100, 0, 100, 100, 100, 100, 75, 100, 0, 100, 0, 100, 100, 100, 100, 50, 100, 0, 100, nan, 100, 100, 100, 100, 50, 100, 100, 100, nan]",100.0,100.0,100.0,100.0,60.0,100.0,20.0,100.0,0.0,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,68.33333333333334,100.0,100.0,100.0,0.0,50.0,5,"[75.0, 25.0, 75.0, 50.0, 25.0]",40.0,40.0,100.0,20.0,88.982619484224,68.33333333333334,100.0,80.15625,100.0,74.38875305623472,100.0,100.0,100.0,"[100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,55.55555555555556,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0]",55.55555555555556,,16.0,200.0,32.0
MWI_001374,St. Martins Mission Hospital,South East Zone,Mangochi,SECONDARY,OTHER (SPECIFY),Community Hospital,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,BOTH OUT AND INPATIENT,PRIMARY,43170,100,100,100,100,100,60.66666666666667,51.333333333333336,"[50.0, 60.0, 50.0, 50.0, 60.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",54.0,50.0,50.0,70.0,"[75.0, 87.5, 66.66666666666667, 58.333333333333336, 62.5]","[100, 100, 100, 100, 100, 0, 0, 100, nan, 100, 100, 100, 100, 100, 100, 0, 100, nan, 100, 100, 100, 100, 100, 100, 0, 0, 0, 100, 25, 100, 100, 100, 100, 0, 0, 0, 100, 75, 25, 100, 0, 100, 0, 100, nan]",100.0,80.0,85.0,100.0,80.0,80.0,0.0,60.0,0.0,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,66.66666666666667,100.0,,100.0,0.0,45.0,5,"[50.0, 25.0, 50.0, 50.0, 50.0]",20.0,0.0,60.0,100.0,66.78408844569694,66.66666666666667,60.0,88.33333333333334,0.0,92.4886191198786,60.0,100.0,60.0,"[100, 0, 0, 100, 100]",100.0,85.71428571428571,100.0,100.0,100.0,100.0,0.0,100.0,100.0,,,,51.851851851851855,"[100, 0, 100, 0, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 100, 0]",51.851851851851855,,47.61904761904761,105.0,50.0
MWI_000834,Manyamula Health Centre,North Zone,Mzimba,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,32285,100,100,100,100,100,55.43434343434343,29.757575757575758,"[40.0, 40.0, 36.36363636363637, 40.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0]",39.27272727272727,0.0,50.0,81.1111111111111,"[80.55555555555556, 77.77777777777777, 80.55555555555556, 83.33333333333333, 83.33333333333333]","[100, 100, 75, 100, 50, 100, 100, 100, 0, 100, 75, 50, 100, 75, 100, 100, 100, 0, 100, 100, 75, 100, 50, 100, 100, 100, 0, 100, 100, 100, 100, 50, 100, 100, 100, 0, 100, 100, 100, 100, 50, 100, 100, 100, 0]",100.0,95.0,80.0,100.0,55.0,100.0,100.0,100.0,0.0,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,50.0,100.0,0.0,60.0,0.0,5.0,5,"[0.0, 0.0, 25.0, 0.0, 0.0]",0.0,0.0,20.0,0.0,42.919416648924845,50.0,18.181818181818183,37.5,0.0,94.75409836065573,100.0,0.0,20.0,"[0, 0, 100, 0, 0]",16.666666666666664,85.71428571428571,100.0,100.0,100.0,0.0,100.0,100.0,100.0,,,,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,0.0,44.44444444444444,9.0,4.0
MWI_000829,Mangochi District Hospital,South East Zone,Mangochi,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,102734,100,100,100,100,100,54.772727272727266,54.54545454545454,"[63.63636363636363, 63.63636363636363, 63.63636363636363, 63.63636363636363, 63.63636363636363, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",63.63636363636364,50.0,50.0,55.0,"[61.111111111111114, 50.0, 50.0, 69.44444444444444, 44.44444444444444]","[75, 75, 50, 75, 75, 100, 0, 100, 0, 75, 50, 75, 100, 50, 0, 0, 100, 0, 75, 75, 75, 75, 50, 0, 0, 100, 0, 75, 75, 50, 75, 50, 100, 100, 100, 0, 75, 50, 50, 75, 50, 0, 0, 100, 0]",75.0,65.0,60.0,80.0,55.0,40.0,20.0,100.0,0.0,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,50.0,100.0,0.0,100.0,0.0,95.0,5,"[100.0, 100.0, 75.0, 100.0, 100.0]",100.0,100.0,80.0,100.0,64.32279906803613,50.0,84.7457627118644,0.0,80.0,91.19103169635237,80.0,,80.0,"[100, 100, 0, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.66666666666667,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0]",66.66666666666667,,,999.0,999.0
MWI_001095,Mzimba District Hospital,North Zone,Mzimba,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,117360,100,100,100,100,100,61.25,36.666666666666664,"[50.0, 70.0, 60.0, 70.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0]",60.0,0.0,50.0,85.83333333333333,"[72.22222222222223, 100.0, 88.88888888888889, 80.55555555555556, 87.5]","[100, 100, 50, 100, 0, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 25, 100, 100, 100, 0, 100, 100, 100, nan, 0, 100, 100, 100, 100]",100.0,100.0,90.0,100.0,25.0,100.0,100.0,100.0,60.0,100.0,"[100, 100, nan, 100]",100,100.0,100.0,,100.0,66.66666666666667,100.0,,100.0,0.0,40.0,5,"[75.0, 50.0, 25.0, 0.0, 50.0]",0.0,60.0,80.0,20.0,55.40452608775591,66.66666666666667,86.95652173913044,0.0,60.0,94.20849420849422,80.0,0.0,80.0,"[100, 100, 100, 0, 100]",66.66666666666666,85.71428571428571,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,74.07407407407408,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 100]",74.07407407407408,,,999.0,999.0
MWI_000982,Monkeybay Community Hospital,South East Zone,Mangochi,SECONDARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,57667,100,100,100,100,100,72.43395493395494,80.97902097902099,"[63.63636363636363, 63.63636363636363, 72.72727272727273, 80.0, 72.72727272727273, 100.0, 100.0, 50.0, 50.0, 100.0, 100.0, 100.0, 100.0]",70.54545454545455,80.0,100.0,63.88888888888889,"[55.55555555555556, 58.333333333333336, 61.111111111111114, 72.22222222222223, 72.22222222222223]","[75, 75, 25, 75, 50, 100, 0, 100, 0, 75, 75, 50, 75, 50, 100, 0, 100, 0, 75, 75, 50, 100, 50, 100, 0, 100, 0, 75, 75, 50, 100, 50, 100, 100, 100, 0, 75, 75, 50, 100, 50, 100, 100, 100, 0]",75.0,75.0,45.0,90.0,50.0,100.0,40.0,100.0,0.0,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,53.333333333333336,100.0,0.0,100.0,0.0,50.0,5,"[50.0, 50.0, 50.0, 25.0, 75.0]",20.0,100.0,20.0,60.0,87.17692914939808,53.333333333333336,100.0,72.33333333333333,100.0,97.39490822972174,100.0,,20.0,"[0, 0, 100, 0, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,55.55555555555556,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 100, 100, 100, 0, 0, 100, 0, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0]",55.55555555555556,,64.16861826697892,427.0,274.0
MWI_001376,St. Michael-Guillime,Central West Zone,Mchinji,SECONDARY,OTHER GENERAL HOSPITAL,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,BOTH OUT AND INPATIENT,PRIMARY,19471,100,100,100,100,100,56.07142857142857,38.25396825396825,"[60.0, 50.0, 60.0, 55.55555555555556, 60.0, 50.0, 0.0, 0.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0]",57.11111111111111,10.0,50.0,73.88888888888889,"[52.77777777777778, 75.0, 80.55555555555556, 88.88888888888889, 72.22222222222223]","[100, 100, 25, 100, 50, 100, 0, 0, 0, 100, 100, 25, 75, 75, 100, 100, 100, 0, 100, 100, 25, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 75, 50, 100, 25, 100, 100, 100, 0]",100.0,95.0,45.0,95.0,70.0,100.0,80.0,80.0,0.0,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,63.333333333333336,100.0,,100.0,0.0,10.0,5,"[0.0, 0.0, 0.0, 25.0, 25.0]",40.0,0.0,0.0,0.0,42.60926288323549,63.333333333333336,40.0,0.0,0.0,94.93150684931507,0.0,100.0,0.0,"[0, 0, 0, 0, 0]",0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,48.148148148148145,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 0, 0, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 0, 0, 100]",48.148148148148145,,50.3875968992248,129.0,65.0
MWI_000711,St. Joseph Hospital (Mchinji),Central West Zone,Mchinji,SECONDARY,OTHER GENERAL HOSPITAL,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,BOTH OUT AND INPATIENT,SECONDARY,25304,100,100,100,100,100,55.277777777777786,45.0,"[60.0, 70.0, 70.0, 70.0, 60.0, 0.0, 0.0, 50.0, 50.0, 0.0, 50.0, 50.0, 50.0, 50.0]",66.0,20.0,50.0,65.55555555555557,"[77.77777777777777, 66.66666666666667, 58.333333333333336, 55.55555555555556, 69.44444444444444]","[100, 100, 0, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 0, 0, 0, 75, 50, 100, 100, 0, 100, 100, 0, 0, 100, 100, 0, 100, 0, 100, 0, 100, 0, 100, 100, 25, 100, 0, 100, 100, 100, 0]",95.0,90.0,45.0,100.0,40.0,100.0,60.0,60.0,0.0,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,60.0,80.0,,100.0,0.0,10.0,5,"[0.0, 0.0, 25.0, 25.0, 0.0]",40.0,0.0,0.0,0.0,73.3356449375867,60.0,100.0,100.0,40.0,88.3495145631068,25.0,100.0,0.0,"[0, 0, 0, 0, 0]",16.666666666666664,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,44.44444444444444,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 0, 0, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 0, 0, 0]",44.44444444444444,,,999.0,999.0
MWI_000945,Mitundu Community Hospital,Central West Zone,Lilongwe,SECONDARY,OTHER (SPECIFY),Community Hospital,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,227000,100,100,100,100,100,49.833333333333336,41.333333333333336,"[50.0, 50.0, 40.0, 40.0, 40.0, 50.0, 50.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",44.0,30.0,50.0,58.333333333333336,"[52.77777777777778, 47.22222222222222, 66.66666666666667, 58.333333333333336, 66.66666666666667]","[100, 100, 0, 75, 0, 100, 0, 100, 0, 100, 100, 0, 25, 0, 100, 0, 100, 0, 100, 100, 0, 100, 0, 100, 100, 100, 0, 100, 0, 25, 100, 0, 100, 100, 100, 0, 100, 100, 0, 100, 0, 100, 100, 100, 0]",100.0,80.0,5.0,80.0,0.0,100.0,60.0,100.0,0.0,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,66.66666666666667,100.0,,100.0,0.0,20.0,5,"[0.0, 50.0, 25.0, 25.0, 0.0]",20.0,0.0,0.0,60.0,85.73826036965004,66.66666666666667,100.0,100.0,40.0,93.50115592088363,100.0,100.0,0.0,"[0, 0, 0, 0, 0]",100.0,85.71428571428571,100.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,66.66666666666667,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 100, 100, 100, 0, 0, 0, 100, 100, 100, 100]",66.66666666666667,,39.0,300.0,117.0
MWI_000962,Mlambe Mission Hospital,South West Zone,Blantyre,SECONDARY,OTHER GENERAL HOSPITAL,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,112000,100,100,100,100,100,66.42857142857143,43.333333333333336,"[70.0, 70.0, 70.0, 70.0, 70.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 50.0, 50.0, 50.0, 50.0]",70.0,0.0,60.0,89.52380952380952,"[100.0, 86.11111111111111, 75.0, 97.22222222222223, 89.28571428571429]","[100, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, 75, 100, 0, 100, 100, 100, 100, 0, 100, nan, 100, 0, 100, 100, 75, 100, 100, 100, 100, 100, 100, 100, 100, 75, 100, nan, nan, 50, 100, 100, 100, 100]",90.0,100.0,75.0,100.0,75.0,100.0,60.0,100.0,100.0,100.0,"[100, nan, nan, 100]",100,100.0,,,100.0,66.66666666666667,100.0,,100.0,0.0,25.0,5,"[25.0, 25.0, 25.0, 25.0, 25.0]",0.0,0.0,100.0,0.0,64.67014568384431,66.66666666666667,55.55555555555556,20.666666666666668,80.0,89.80213089802132,40.0,100.0,100.0,"[100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,55.55555555555556,"[100, 100, 100, 0, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 0, 100, 0, 0, 0, 100, 100, 100, 100]",55.55555555555556,,9.523809523809524,84.0,8.0
MWI_000388,Embangweni Mission Hospital,North Zone,Mzimba,SECONDARY,OTHER GENERAL HOSPITAL,,MISSION/FAITH-BASED,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,70000,100,100,100,100,100,59.04040404040404,33.63636363636363,"[70.0, 70.0, 60.0, 60.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0]",64.0,0.0,50.0,84.44444444444446,"[97.22222222222223, 61.111111111111114, 97.22222222222223, 80.55555555555556, 86.11111111111111]","[100, 100, 75, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 50, 0, 0, 100, 0, 100, 100, 100, 100, 75, 100, 100, 100, 100, 100, 100, 75, 100, 50, 100, 100, 100, 0, 100, 100, 75, 100, 100, 100, 100, 100, 0]",100.0,100.0,85.0,100.0,75.0,80.0,80.0,100.0,40.0,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,66.66666666666667,100.0,,100.0,0.0,0.0,1,[0.0],0.0,0.0,0.0,0.0,75.94881665240948,66.66666666666667,50.0,31.666666666666664,100.0,83.30838323353294,100.0,100.0,0.0,[0],100.0,85.71428571428571,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,51.851851851851855,"[0, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0]",51.851851851851855,,26.666666666666668,225.0,60.0
MWI_000011,Lilongwe Adventist Hospital,Central West Zone,Lilongwe,PRIMARY,SPECIALTY HOSPITAL,,MISSION/FAITH-BASED,,URBAN,BOTH OUT AND INPATIENT,PRIMARY,1100,100,0,100,100,100,81.11111111111111,81.11111111111111,"[70.0, 70.0, 60.0, 60.0, 70.0, 100.0, 100.0, 100.0, 100.0]",66.0,100.0,,81.11111111111111,"[72.22222222222223, 94.44444444444444, 83.33333333333333, 75.0, 80.55555555555556]","[100, 100, 75, 75, 0, 100, 0, 100, 100, 100, 100, 100, 100, 50, 100, 100, 100, 100, 100, 100, 100, 100, 50, 100, 0, 100, 100, 100, 100, 75, 100, 25, 100, 0, 100, nan, 100, 100, 100, 100, 25, 100, 0, 100, 100]",100.0,100.0,90.0,95.0,30.0,100.0,20.0,100.0,100.0,50.0,"[100, 100, 0, 0]",100,100.0,100.0,0.0,0.0,53.333333333333336,60.0,,100.0,0.0,75.0,1,[75.0],100.0,0.0,100.0,100.0,76.64646464646465,53.333333333333336,100.0,52.0,80.0,74.54545454545455,,100.0,100.0,[100],16.666666666666664,83.33333333333333,100.0,100.0,,100.0,100.0,100.0,0.0,100.0,100.0,100.0,62.96296296296296,"[100, 0, 0, 100, 100, 100, 0, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 0, 0, 0, 0, 0]",62.96296296296296,,1.694915254237288,59.0,1.0
MWI_001362,St. Gabriel Mission Hospital,Central West Zone,Lilongwe,SECONDARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,BOTH OUT AND INPATIENT,PRIMARY,15559,100,100,100,100,100,73.65277777777779,62.44444444444445,"[60.0, 60.0, 50.0, 50.0, 50.0, 50.0, 100.0, 66.66666666666667, 50.0, 50.0, 100.0, 50.0, 100.0, 50.0, 50.0]",54.0,63.333333333333336,70.0,84.86111111111111,"[81.25, 77.77777777777777, 93.75, 93.75, 77.77777777777777]","[100, 100, 50, 100, 0, 100, 100, 100, nan, 100, 100, 50, 100, 50, 100, 100, 100, 0, 100, 100, 50, 100, nan, 100, 100, 100, 100, 100, 100, nan, 100, 50, 100, 100, 100, 100, 100, 100, 0, 100, 0, 100, 100, 100, 100]",100.0,100.0,37.5,100.0,25.0,100.0,100.0,100.0,75.0,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,66.66666666666667,100.0,,100.0,0.0,20.0,5,"[50.0, 25.0, 0.0, 25.0, 0.0]",0.0,20.0,0.0,60.0,58.96858743497399,66.66666666666667,76.47058823529412,0.0,80.0,89.64285714285715,100.0,0.0,0.0,"[0, 0, 0, 0, 0]",66.66666666666666,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,51.851851851851855,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 0, 0, 0]",51.851851851851855,,,999.0,54.0
MWI_001504,Zingwangwa Health Centre,South West Zone,Blantyre,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,URBAN,OUTPATIENT ONLY,PRIMARY,67505,100,100,100,100,100,74.38888888888889,69.33333333333333,"[60.0, 60.0, 50.0, 60.0, 60.0, 50.0, 50.0, 50.0, 50.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0]",58.0,50.0,100.0,79.44444444444444,"[80.55555555555556, 69.44444444444444, 75.0, 94.44444444444444, 77.77777777777777]","[50, 100, 75, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 25, 100, 0, 100, 0, 100, 100, 75, 100, 0, 100, 0, 100, 100, 100, 100, 100, 100, 50, 100, 100, 100, 100, 50, 100, 50, 100, 100, 100, 100, 100, 0]",80.0,100.0,80.0,100.0,35.0,100.0,60.0,100.0,60.0,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,60.000000000000014,100.0,100.0,80.0,0.0,75.0,5,"[100.0, 25.0, 50.0, 100.0, 100.0]",80.0,60.0,100.0,60.0,88.32766238383017,60.000000000000014,100.0,100.0,60.0,98.29363668681124,100.0,100.0,100.0,"[100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,40.74074074074074,"[100, 100, 0, 0, 100, 100, 0, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 100, 0, 0, 0, 100, 100, 0, 100]",40.74074074074074,,14.814814814814813,108.0,16.0
MWI_001036,Mtimabi Health Centre,South East Zone,Mangochi,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,42000,100,100,100,100,100,51.59090909090909,28.181818181818183,"[50.0, 50.0, 50.0, 50.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0]",52.0,0.0,50.0,75.0,"[75.0, 87.5, 75.0, 50.0, 87.5]","[100, 100, 100, 100, 0, 100, 0, 100, nan, 100, 100, 100, 100, 100, 100, 0, 100, nan, 100, 100, 0, 100, 100, 100, 0, 100, nan, 100, 100, 0, 100, 0, 0, 0, 100, nan, 100, 100, 100, 100, 100, 0, 100, 100, nan]",100.0,100.0,60.0,100.0,60.0,60.0,20.0,100.0,,75.0,"[0, 100, 100, 100]",100,0.0,100.0,100.0,100.0,66.66666666666667,100.0,,100.0,0.0,55.0,5,"[50.0, 75.0, 50.0, 75.0, 25.0]",40.0,0.0,80.0,100.0,58.83881599797173,66.66666666666667,0.0,,0.0,86.36622932116373,100.0,100.0,80.0,"[100, 100, 100, 100, 0]",100.0,85.71428571428571,100.0,0.0,100.0,100.0,100.0,100.0,100.0,,,,25.925925925925927,"[0, 100, 0, 0, 100, 0, 100, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0, 0]",25.925925925925927,,53.84615384615385,78.0,42.0
MWI_000596,Katete Community Hospital,North Zone,Mzimba,SECONDARY,OTHER (SPECIFY),Community Hospital,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,BOTH OUT AND INPATIENT,SECONDARY,14643,100,100,100,100,100,66.46825396825398,49.04761904761905,"[70.0, 70.0, 60.0, 60.0, 60.0, 0.0, 0.0, 50.0, 66.66666666666667, 50.0, 50.0, 50.0, 50.0, 50.0]",64.0,29.166666666666668,50.0,83.88888888888889,"[83.33333333333333, 86.11111111111111, 80.55555555555556, 88.88888888888889, 80.55555555555556]","[100, 100, 100, 100, 50, 100, 100, 100, 0, 100, 100, 100, 100, 75, 100, 100, 100, 0, 100, 100, 100, 100, 25, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 75, 75, 100, 75, 100, 100, 100, 0]",100.0,95.0,95.0,100.0,65.0,100.0,100.0,100.0,0.0,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,46.66666666666667,40.0,,100.0,0.0,25.0,1,[25.0],0.0,0.0,100.0,0.0,48.87100380058127,46.66666666666667,77.77777777777779,100.0,20.0,97.65258215962442,0.0,0.0,100.0,[100],83.33333333333334,85.71428571428571,100.0,100.0,100.0,100.0,0.0,100.0,100.0,,,,37.03703703703704,"[0, 100, 0, 0, 100, 100, 100, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 100, 0, 0, 100, 100, 0, 0, 0]",37.03703703703704,,31.03448275862069,29.0,9.0
MWI_000499,Kalikumbi Health Centre,North Zone,Mzimba,PRIMARY,HEALTH CENTRE,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,OUTPATIENT ONLY,PRIMARY,22962,100,100,100,100,100,59.898989898989896,30.90909090909091,"[60.0, 60.0, 60.0, 60.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0]",58.0,0.0,50.0,88.88888888888889,"[72.22222222222223, 100.0, 94.44444444444444, 100.0, 77.77777777777777]","[100, 100, 100, 50, 0, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 50, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 0]",100.0,100.0,100.0,80.0,80.0,100.0,60.0,100.0,80.0,75.0,"[0, 100, 100, 100]",100,0.0,100.0,100.0,100.0,66.66666666666667,100.0,,100.0,0.0,40.0,5,"[0.0, 25.0, 50.0, 100.0, 25.0]",40.0,40.0,60.0,20.0,75.92909719092685,66.66666666666667,100.0,70.0,40.0,88.17034700315457,100.0,66.66666666666667,60.0,"[0, 0, 100, 100, 100]",100.0,42.857142857142854,0.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,45.45454545454545,"[100, 100, 0, 0, 100, 0, 0, 100, 100, 0, 0]",,45.45454545454545,32.35294117647059,34.0,11.0
