Q100,Q102,Q105,Q106,Q105_a,Q113,Q113_A,Q116,Q116_A,Q117,Q118,tHFA_A001,tHFA_A002,Quality_Score,HW_Competence_Score,HW_Check,Patient_Centeredness_Score,PC_Check,iss_score,iss_check,HTM-ANC,htm-anc-check,system_CHW_score,chw_check,facility_composite,HTM-ANC,presence_score,caseload,ANC_score,DPT_score,TB_treatment_completion,ART_retention,CHW_paid,CHW_scores,CLM_score,guideline_score,guideline_check,oxygen_score,oxygen_check,test-capac,test-capac_check,vacancy_score,all_funded_posts,all_unfilled_posts
MWI_000714,Lugola Health Centre,South East Zone,Mangochi,PRIMARY,HEALTH CENTRE,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,OUTPATIENT ONLY,PRIMARY,22152,51.32323232323232,50.42424242424242,"[60.0, 70.0, 50.0, 36.36363636363637, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 100.0, 100.0, 100.0, 100.0]",52.22222222222222,"[100, 100, 100, 25, 0, 0, 0, 100, 0, 100, 50, 0, 50, 50, 100, 100, 0, 0, 100, 100, 50, 75, 0, 100, 100, 100, 0, 50, 25, 25, 100, 0, 0, 0, 0, 0, 100, 100, 50, 100, 0, 100, 100, 100, 0]",66.66666666666667,"[0, 100, 100, nan]",58.333333333333336,"[66.66666666666667, 66.66666666666667, 66.66666666666667, 25.0, 66.66666666666667]",50.0,"[25.0, 50.0, 50.0, 75.0, 50.0]",61.986244110047124,58.333333333333336,100.0,70.0,40.0,83.58413132694939,20.0,,0.0,"[0, 0, 0, 0, 0]",50.0,71.42857142857143,"[100, 100, 0, 0, 100, 100, 100]",,"[nan, nan]",63.63636363636363,"[100, 100, 100, 0, 100, 0, 0, 100, 100, 0, 100]",84.0909090909091,44.0,37.0
MWI_000184,Chikangawa Health Centre,North Zone,Mzimba,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,9941,57.27777777777777,40.666666666666664,"[50.0, 60.0, 60.0, 70.0, 70.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 50.0, 50.0, 50.0, 50.0]",73.88888888888889,"[100, 75, 50, 100, 50, 100, 0, 100, 0, 100, 100, 50, 100, 75, 100, 0, 100, 0, 100, 100, 75, 100, 50, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 75, 100, 75, 100, 50, 100, 0, 100, 0]",75.0,"[0, 100, 100, 100]",66.66666666666667,"[66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667]",60.0,"[50.0, 50.0, 75.0, 50.0, 75.0]",66.57142857142857,66.66666666666667,100.0,0.0,100.0,99.33333333333333,0.0,100.0,100.0,"[100, 100, 100, 100, 100]",100.0,85.71428571428571,"[100, 100, 0, 100, 100, 100, 100]",0.0,"[0, 0]",36.36363636363637,"[100, 100, 0, 0, 100, 0, 0, 0, 0, 0, 100]",,28.0,999.0
MWI_001193,Nkhata Bay District Hospital,North Zone,Nkhata Bay,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,54000,59.505050505050505,43.45454545454545,"[80.0, 80.0, 80.0, 80.0, 81.81818181818181, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0]",75.55555555555556,"[100, 100, 100, 100, 50, 100, 0, 100, 0, 100, 100, 100, 100, 75, 100, 0, 100, 0, 100, 100, 100, 100, 75, 100, 0, 100, 0, 100, 100, 100, 100, 50, 100, 0, 100, 0, 100, 100, 100, 100, 50, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",68.33333333333334,"[66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667, 75.0]",75.0,"[75.0, 50.0, 100.0, 75.0, 75.0]",88.982619484224,68.33333333333334,100.0,80.15625,100.0,74.38875305623472,100.0,100.0,100.0,"[100, 100, 100, 100, 100]",100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",100.0,"[100, 100]",55.55555555555556,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0]",16.0,200.0,32.0
MWI_001374,St. Martins Mission Hospital,South East Zone,Mangochi,SECONDARY,OTHER (SPECIFY),Community Hospital,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,BOTH OUT AND INPATIENT,PRIMARY,43170,58.16666666666667,51.333333333333336,"[50.0, 60.0, 50.0, 50.0, 60.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",65.0,"[100, 100, 100, 100, 100, 0, 0, 100, 0, 100, 100, 100, 100, 100, 100, 0, 100, 0, 100, 100, 100, 100, 100, 100, 0, 0, 0, 100, 25, 100, 100, 100, 100, 0, 0, 0, 100, 75, 25, 100, 0, 100, 0, 100, 0]",100.0,"[100, 100, 100, 100]",66.66666666666667,"[66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667]",65.0,"[75.0, 50.0, 50.0, 75.0, 75.0]",66.78408844569694,66.66666666666667,60.0,88.33333333333334,0.0,92.4886191198786,60.0,100.0,60.0,"[100, 0, 0, 100, 100]",100.0,85.71428571428571,"[100, 100, 100, 100, 0, 100, 100]",,"[nan, nan]",51.851851851851855,"[100, 0, 100, 0, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 100, 0]",47.61904761904761,105.0,50.0
MWI_000834,Manyamula Health Centre,North Zone,Mzimba,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,32285,55.43434343434343,29.757575757575758,"[40.0, 40.0, 36.36363636363637, 40.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0]",81.11111111111111,"[100, 100, 75, 100, 50, 100, 100, 100, 0, 100, 75, 50, 100, 75, 100, 100, 100, 0, 100, 100, 75, 100, 50, 100, 100, 100, 0, 100, 100, 100, 100, 50, 100, 100, 100, 0, 100, 100, 100, 100, 50, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",50.0,"[33.333333333333336, 33.333333333333336, 50.0, 66.66666666666667, 66.66666666666667]",45.0,"[50.0, 50.0, 75.0, 25.0, 25.0]",42.919416648924845,50.0,18.181818181818183,37.5,0.0,94.75409836065573,100.0,0.0,20.0,"[0, 0, 100, 0, 0]",50.0,85.71428571428571,"[100, 100, 100, 0, 100, 100, 100]",,"[nan, nan]",0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",44.44444444444444,9.0,4.0
MWI_000829,Mangochi District Hospital,South East Zone,Mangochi,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,102734,54.772727272727266,54.54545454545454,"[63.63636363636363, 63.63636363636363, 63.63636363636363, 63.63636363636363, 63.63636363636363, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",55.0,"[75, 75, 50, 75, 75, 100, 0, 100, 0, 75, 50, 75, 100, 50, 0, 0, 100, 0, 75, 75, 75, 75, 50, 0, 0, 100, 0, 75, 75, 50, 75, 50, 100, 100, 100, 0, 75, 50, 50, 75, 50, 0, 0, 100, 0]",100.0,"[100, 100, 100, 100]",50.0,"[50.0, 50.0, 50.0, 50.0, 50.0]",95.0,"[100.0, 100.0, 75.0, 100.0, 100.0]",64.32279906803613,50.0,84.7457627118644,0.0,80.0,91.19103169635237,80.0,,80.0,"[100, 100, 0, 100, 100]",100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",100.0,"[100, 100]",66.66666666666667,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0]",,999.0,999.0
MWI_001095,Mzimba District Hospital,North Zone,Mzimba,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,117360,57.8219696969697,36.666666666666664,"[50.0, 70.0, 60.0, 70.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0]",78.97727272727273,"[100, 100, 50, 100, 0, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 0, 100, 100, 100, 0, 100, 100, 100, 100, 25, 100, 100, 100, 0, 100, 100, 100, nan, 0, 100, 100, 100, 0]",75.0,"[100, 100, 0, 100]",66.66666666666667,"[66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667]",75.0,"[100.0, 75.0, 75.0, 50.0, 75.0]",55.40452608775591,66.66666666666667,86.95652173913044,0.0,60.0,94.20849420849422,80.0,0.0,80.0,"[100, 100, 100, 0, 100]",66.66666666666666,85.71428571428571,"[100, 100, 100, 100, 100, 100, 0]",0.0,"[0, 0]",74.07407407407408,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 100]",,999.0,999.0
MWI_000637,Kochilira Rural Hospital,Central West Zone,Mchinji,SECONDARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,37238,41.66666666666667,30.0,"[40.0, 40.0, 30.0, 50.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0]",53.333333333333336,"[100, 100, 0, 100, 0, 100, 0, 100, 0, 100, 50, 50, 50, 0, 100, 0, 0, 0, 50, 50, 25, 75, 0, 100, 100, 100, 0, 100, 100, 50, 100, 0, 0, 0, 100, 0, 100, 100, 0, 100, 0, 100, 100, 100, 0]",25.0,"[0, 100, 0, 0]",66.66666666666667,"[66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667]",50.0,"[75.0, 25.0, 75.0, 25.0, 50.0]",63.898774219058915,66.66666666666667,100.0,0.0,20.0,96.72597864768683,100.0,,20.0,"[0, 0, 100, 0, 0]",100.0,85.71428571428571,"[100, 100, 100, 100, 0, 100, 100]",,"[nan, nan]",,[nan],13.513513513513514,74.0,10.0
MWI_000982,Monkeybay Community Hospital,South East Zone,Mangochi,SECONDARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,57667,72.43395493395494,80.97902097902099,"[63.63636363636363, 63.63636363636363, 72.72727272727273, 80.0, 72.72727272727273, 100.0, 100.0, 50.0, 50.0, 100.0, 100.0, 100.0, 100.0]",63.888888888888886,"[75, 75, 25, 75, 50, 100, 0, 100, 0, 75, 75, 50, 75, 50, 100, 0, 100, 0, 75, 75, 50, 100, 50, 100, 0, 100, 0, 75, 75, 50, 100, 50, 100, 100, 100, 0, 75, 75, 50, 100, 50, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",53.333333333333336,"[50.0, 50.0, 50.0, 66.66666666666667, 50.0]",70.0,"[75.0, 75.0, 75.0, 50.0, 75.0]",87.17692914939808,53.333333333333336,100.0,72.33333333333333,100.0,97.39490822972174,100.0,,20.0,"[0, 0, 100, 0, 0]",100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",100.0,"[100, 100]",55.55555555555556,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 100, 100, 100, 0, 0, 100, 0, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0]",64.16861826697892,427.0,274.0
MWI_001376,St. Michael-Guillime,Central West Zone,Mchinji,SECONDARY,OTHER GENERAL HOSPITAL,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,BOTH OUT AND INPATIENT,PRIMARY,19471,56.07142857142857,38.25396825396825,"[60.0, 50.0, 60.0, 55.55555555555556, 60.0, 50.0, 0.0, 0.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0]",73.88888888888889,"[100, 100, 25, 100, 50, 100, 0, 0, 0, 100, 100, 25, 75, 75, 100, 100, 100, 0, 100, 100, 25, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 75, 50, 100, 25, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",63.333333333333336,"[66.66666666666667, 66.66666666666667, 66.66666666666667, 50.0, 66.66666666666667]",25.0,"[25.0, 25.0, 25.0, 25.0, 25.0]",42.60926288323549,63.333333333333336,40.0,0.0,0.0,94.93150684931507,0.0,100.0,0.0,"[0, 0, 0, 0, 0]",0.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",,"[nan, nan]",48.148148148148145,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 0, 0, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 0, 0, 100]",50.3875968992248,129.0,65.0
MWI_000711,St. Joseph Hospital (Mchinji),Central West Zone,Mchinji,SECONDARY,OTHER GENERAL HOSPITAL,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,BOTH OUT AND INPATIENT,SECONDARY,25304,55.27777777777778,45.0,"[60.0, 70.0, 70.0, 70.0, 60.0, 0.0, 0.0, 50.0, 50.0, 0.0, 50.0, 50.0, 50.0, 50.0]",65.55555555555556,"[100, 100, 0, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 0, 0, 0, 75, 50, 100, 100, 0, 100, 100, 0, 0, 100, 100, 0, 100, 0, 100, 0, 100, 0, 100, 100, 25, 100, 0, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",60.0,"[66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667, 33.333333333333336]",25.0,"[25.0, 25.0, 25.0, 25.0, 25.0]",73.3356449375867,60.0,100.0,100.0,40.0,88.3495145631068,25.0,100.0,0.0,"[0, 0, 0, 0, 0]",16.666666666666664,100.0,"[100, 100, 100, 100, 100, 100, 100]",,"[nan, nan]",44.44444444444444,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 0, 0, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 0, 0, 0]",,999.0,999.0
MWI_000945,Mitundu Community Hospital,Central West Zone,Lilongwe,SECONDARY,OTHER (SPECIFY),Community Hospital,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,227000,49.833333333333336,41.333333333333336,"[50.0, 50.0, 40.0, 40.0, 40.0, 50.0, 50.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",58.333333333333336,"[100, 100, 0, 75, 0, 100, 0, 100, 0, 100, 100, 0, 25, 0, 100, 0, 100, 0, 100, 100, 0, 100, 0, 100, 100, 100, 0, 100, 0, 25, 100, 0, 100, 100, 100, 0, 100, 100, 0, 100, 0, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",66.66666666666667,"[66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667]",45.0,"[25.0, 75.0, 50.0, 50.0, 25.0]",85.73826036965004,66.66666666666667,100.0,100.0,40.0,93.50115592088363,100.0,100.0,0.0,"[0, 0, 0, 0, 0]",100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",0.0,"[0, 0]",66.66666666666667,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 100, 100, 100, 0, 0, 0, 100, 100, 100, 100]",39.0,300.0,117.0
MWI_000962,Mlambe Mission Hospital,South West Zone,Blantyre,SECONDARY,OTHER GENERAL HOSPITAL,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,112000,60.38617886178862,43.333333333333336,"[70.0, 70.0, 70.0, 70.0, 70.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 50.0, 50.0, 50.0, 50.0]",77.4390243902439,"[100, 100, 100, 100, nan, 100, 100, 100, 0, 100, 100, 100, 100, 75, 100, 0, 100, 0, 100, 100, 0, 100, nan, 100, 0, 100, 0, 75, 100, 100, 100, 100, 100, 100, 100, 0, 75, 100, nan, nan, 50, 100, 100, 100, 0]",50.0,"[100, 0, 0, 100]",66.66666666666667,"[66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667]",60.0,"[75.0, 50.0, 50.0, 75.0, 50.0]",64.67014568384431,66.66666666666667,55.55555555555556,20.666666666666668,80.0,89.80213089802132,40.0,100.0,100.0,"[100, 100, 100, 100, 100]",100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",,"[nan, nan]",55.55555555555556,"[100, 100, 100, 0, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 0, 100, 0, 0, 0, 100, 100, 100, 100]",9.523809523809524,84.0,8.0
MWI_000388,Embangweni Mission Hospital,North Zone,Mzimba,SECONDARY,OTHER GENERAL HOSPITAL,,MISSION/FAITH-BASED,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,70000,56.81818181818181,33.63636363636363,"[70.0, 70.0, 60.0, 60.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0]",80.0,"[100, 100, 75, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 50, 0, 0, 100, 0, 100, 100, 100, 100, 75, 100, 100, 100, 0, 100, 100, 75, 100, 50, 100, 100, 100, 0, 100, 100, 75, 100, 100, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",66.66666666666667,"[66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667]",25.0,[25.0],75.94881665240948,66.66666666666667,50.0,31.666666666666664,100.0,83.30838323353294,100.0,100.0,0.0,[0],100.0,85.71428571428571,"[0, 100, 100, 100, 100, 100, 100]",100.0,"[100, 100]",51.851851851851855,"[0, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0]",26.666666666666668,225.0,60.0
MWI_000011,Lilongwe Adventist Hospital,Central West Zone,Lilongwe,PRIMARY,SPECIALTY HOSPITAL,,MISSION/FAITH-BASED,,URBAN,BOTH OUT AND INPATIENT,PRIMARY,1100,75.83333333333334,81.11111111111111,"[70.0, 70.0, 60.0, 60.0, 70.0, 100.0, 100.0, 100.0, 100.0]",70.55555555555556,"[100, 100, 75, 75, 0, 100, 0, 100, 0, 100, 100, 100, 100, 50, 100, 100, 100, 0, 100, 100, 100, 100, 50, 100, 0, 100, 0, 100, 100, 75, 100, 25, 100, 0, 100, 0, 100, 100, 100, 100, 25, 100, 0, 100, 0]",33.333333333333336,"[0, 100, 0, nan]",53.333333333333336,"[66.66666666666667, 66.66666666666667, 33.333333333333336, 33.333333333333336, 66.66666666666667]",75.0,[75.0],76.64646464646465,53.333333333333336,100.0,52.0,80.0,74.54545454545455,,100.0,100.0,[100],16.666666666666664,83.33333333333333,"[100, 100, nan, 100, 100, 100, 0]",100.0,"[100, 100]",70.37037037037037,"[100, 0, 0, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 0, 100, 0, 0, 0]",1.694915254237288,59.0,1.0
MWI_001362,St. Gabriel Mission Hospital,Central West Zone,Lilongwe,SECONDARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,BOTH OUT AND INPATIENT,PRIMARY,15559,69.01291989664082,62.44444444444445,"[60.0, 60.0, 50.0, 50.0, 50.0, 50.0, 100.0, 66.66666666666667, 50.0, 50.0, 100.0, 50.0, 100.0, 50.0, 50.0]",75.5813953488372,"[100, 100, 50, 100, 0, 100, 100, 100, 0, 100, 100, 50, 100, 50, 100, 100, 100, 0, 100, 100, 50, 100, nan, 100, 100, 100, 0, 100, 100, nan, 100, 50, 100, 100, 100, 0, 100, 100, 0, 100, 0, 100, 100, 100, 0]",75.0,"[100, 100, 100, 0]",66.66666666666667,"[66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667]",45.0,"[75.0, 50.0, 25.0, 50.0, 25.0]",58.96858743497399,66.66666666666667,76.47058823529412,0.0,80.0,89.64285714285715,100.0,0.0,0.0,"[0, 0, 0, 0, 0]",66.66666666666666,100.0,"[100, 100, 100, 100, 100, 100, 100]",100.0,"[100, 100]",51.851851851851855,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 0, 0, 0]",,999.0,54.0
MWI_001504,Zingwangwa Health Centre,South West Zone,Blantyre,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,URBAN,OUTPATIENT ONLY,PRIMARY,67505,71.05555555555554,69.33333333333333,"[60.0, 60.0, 50.0, 60.0, 60.0, 50.0, 50.0, 50.0, 50.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0]",72.77777777777777,"[50, 100, 75, 100, 0, 100, 100, 100, 0, 100, 100, 100, 100, 25, 100, 0, 100, 0, 100, 100, 75, 100, 0, 100, 0, 100, 0, 100, 100, 100, 100, 50, 100, 100, 100, 0, 50, 100, 50, 100, 100, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",60.000000000000014,"[66.66666666666667, 66.66666666666667, 33.333333333333336, 66.66666666666667, 66.66666666666667]",90.0,"[100.0, 75.0, 75.0, 100.0, 100.0]",88.32766238383017,60.000000000000014,100.0,100.0,60.0,98.29363668681124,100.0,100.0,100.0,"[100, 100, 100, 100, 100]",100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",0.0,"[0, 0]",40.74074074074074,"[100, 100, 0, 0, 100, 100, 0, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 100, 0, 0, 0, 100, 100, 0, 100]",14.814814814814813,108.0,16.0
MWI_001036,Mtimabi Health Centre,South East Zone,Mangochi,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,42000,47.42424242424243,28.181818181818183,"[50.0, 50.0, 50.0, 50.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0]",66.66666666666667,"[100, 100, 100, 100, 0, 100, 0, 100, 0, 100, 100, 100, 100, 100, 100, 0, 100, 0, 100, 100, 0, 100, 100, 100, 0, 100, 0, 100, 100, 0, 100, 0, 0, 0, 100, 0, 100, 100, 100, 100, 100, 0, 100, 100, 0]",75.0,"[0, 100, 100, 100]",66.66666666666667,"[66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667]",70.0,"[75.0, 75.0, 75.0, 75.0, 50.0]",58.83881599797173,66.66666666666667,0.0,,0.0,86.36622932116373,100.0,100.0,80.0,"[100, 100, 100, 100, 0]",100.0,85.71428571428571,"[100, 0, 100, 100, 100, 100, 100]",,"[nan, nan]",25.925925925925927,"[0, 100, 0, 0, 100, 0, 100, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0, 0]",53.84615384615385,78.0,42.0
MWI_000596,Katete Community Hospital,North Zone,Mzimba,SECONDARY,OTHER (SPECIFY),Community Hospital,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,BOTH OUT AND INPATIENT,SECONDARY,14643,66.46825396825398,49.04761904761905,"[70.0, 70.0, 60.0, 60.0, 60.0, 0.0, 0.0, 50.0, 66.66666666666667, 50.0, 50.0, 50.0, 50.0, 50.0]",83.88888888888889,"[100, 100, 100, 100, 50, 100, 100, 100, 0, 100, 100, 100, 100, 75, 100, 100, 100, 0, 100, 100, 100, 100, 25, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 75, 75, 100, 75, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",46.66666666666667,"[66.66666666666667, 66.66666666666667, 33.333333333333336, 33.333333333333336, 33.333333333333336]",75.0,[75.0],48.87100380058127,46.66666666666667,77.77777777777779,100.0,20.0,97.65258215962442,0.0,0.0,100.0,[100],83.33333333333334,85.71428571428571,"[100, 100, 100, 100, 0, 100, 100]",,"[nan, nan]",37.03703703703704,"[0, 100, 0, 0, 100, 100, 100, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 100, 0, 0, 100, 100, 0, 0, 0]",31.03448275862069,29.0,9.0
MWI_000499,Kalikumbi Health Centre,North Zone,Mzimba,PRIMARY,HEALTH CENTRE,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,OUTPATIENT ONLY,PRIMARY,22962,55.45454545454545,30.90909090909091,"[60.0, 60.0, 60.0, 60.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0]",80.0,"[100, 100, 100, 50, 0, 100, 0, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 50, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 0, 100, 0]",50.0,"[0, 100, 100, 0]",66.66666666666667,"[66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667]",70.0,"[50.0, 50.0, 75.0, 100.0, 75.0]",75.92909719092685,66.66666666666667,100.0,70.0,40.0,88.17034700315457,100.0,66.66666666666667,60.0,"[0, 0, 100, 100, 100]",100.0,42.857142857142854,"[0, 100, 0, 0, 0, 100, 100]",0.0,"[0, 0]",45.45454545454545,"[100, 100, 0, 0, 100, 0, 0, 100, 100, 0, 0]",32.35294117647059,34.0,11.0
MWI_001098,Mzuzu Cental Hospital,North Zone,Mzimba,TERTIARY,CENTRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,9,57.882575757575765,41.333333333333336,"[60.0, 80.0, 80.0, 80.0, 70.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0]",74.43181818181819,"[100, 100, nan, 100, 0, 100, 100, 100, 0, 100, 100, 100, 100, 0, 100, 100, 100, 0, 100, 100, 0, 100, 0, 100, 100, 100, 0, 100, 100, 75, 100, 25, 100, 100, 100, 0, 100, 100, 75, 100, 0, 100, 100, 100, 0]",75.0,"[100, 100, 100, 0]",60.000000000000014,"[33.333333333333336, 66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667]",60.0,"[75.0, 75.0, 25.0, 75.0, 50.0]",50.82352941176471,60.000000000000014,,,0.0,94.11764705882352,100.0,0.0,60.0,"[100, 100, 0, 100, 0]",50.0,85.71428571428571,"[100, 100, 100, 100, 100, 100, 0]",100.0,"[100, 100]",77.77777777777777,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 100, 0]",,999.0,999.0
