Q100,Q102,Q105,Q106,Q105_a,Q113,Q113_A,Q116,Q116_A,Q117,Q118,tHFA_A001,tHFA_A002,HIV,TB,Malaria,ANC,Immu,Quality_Score,HW_Competence_Score,HW_Check,ANC_score,ART_score,TB_score,Patient_Centeredness_Score,PC_Individuals,PC_attributes,iss_score,iss_check,fac_tech,fac_stats,fac_group_PS,fac_comms_data,HTM-ANC,hiv testing,ART access,iptp scores,TB screening,system_CHW_score,chw_show,chw_iss,chw_contract,chw_paid,chw_tools,facility_composite,HTM-ANC,presence_score,caseload,ANC_score,DPT_score,TB_treatment_completion,ART_retention,CHW_paid,CHW_scores,CLM_score,guideline_score,guide_HIV,guide_TB,guide_malaria,guide_anc,guide_immu,guide_imci,oxygen_score,oxygen_avl,oxygen_avo,test-capac,test-capac_check,with lab,without lab,vacancy_score,all_funded_posts,all_unfilled_posts
MWI_000714,Lugola Health Centre,South East Zone,Mangochi,PRIMARY,HEALTH CENTRE,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,OUTPATIENT ONLY,PRIMARY,22152,100,100,100,100,100,52.43434343,50.42424242,"[60.0, 70.0, 50.0, 36.36363636363637, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 100.0, 100.0, 100.0, 100.0]",51.27272727,0,100,54.44444444,"[47.22222222222222, 50.0, 69.44444444444444, 22.22222222222222, 83.33333333333333]","[100, 100, 100, 25, 0, 0, 0, 100, 0, 100, 50, 0, 50, 50, 100, 100, 0, 0, 100, 100, 50, 75, 0, 100, 100, 100, 0, 50, 25, 25, 100, 0, 0, 0, 0, 0, 100, 100, 50, 100, 0, 100, 100, 100, 100]",75,"[0, 100, 100, 100]",0,100,100,100,58.33333333,100,0,80,0,35,"[0.0, 25.0, 50.0, 50.0, 50.0]",40,20,0,80,61.98624411,58.33333333,100,70,40,83.58413133,20,,0,"[0, 0, 0, 0, 0]",16.66666667,71.42857143,100,0,0,100,100,100,,,,63.63636364,"[100, 100, 100, 0, 100, 0, 0, 100, 100, 0, 100]",,63.63636364,84.09090909,44,37
MWI_000184,Chikangawa Health Centre,North Zone,Mzimba,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,9941,100,100,100,100,100,58.14583333,40.66666667,"[50.0, 60.0, 60.0, 70.0, 70.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 50.0, 50.0, 50.0, 50.0]",62,0,60,75.625,"[63.888888888888886, 78.125, 80.55555555555556, 88.88888888888889, 66.66666666666667]","[100, 75, 50, 100, 50, 100, 0, 100, 0, 100, 100, 50, 100, 75, 100, 0, 100, nan, 100, 100, 75, 100, 50, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 75, 100, 75, 100, 50, 100, 0, 100, 0]",75,"[0, 100, 100, 100]",0,100,100,100,66.66666667,100,,100,0,35,"[25.0, 25.0, 50.0, 50.0, 25.0]",20,20,100,0,66.57142857,66.66666667,100,0,100,99.33333333,0,100,100,"[100, 100, 100, 100, 100]",100,85.71428571,100,0,100,100,100,100,0,0,0,36.36363636,"[100, 100, 0, 0, 100, 0, 0, 0, 0, 0, 100]",,36.36363636,,28,999
MWI_001193,Nkhata Bay District Hospital,North Zone,Nkhata Bay,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,54000,100,100,100,100,100,61.44949495,43.45454545,"[80.0, 80.0, 80.0, 80.0, 81.81818181818181, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0]",80.36363636,0,50,79.44444444,"[72.22222222222223, 75.0, 75.0, 81.25, 93.75]","[100, 100, 100, 100, 50, 100, 0, 100, 0, 100, 100, 100, 100, 75, 100, 0, 100, 0, 100, 100, 100, 100, 75, 100, 0, 100, 0, 100, 100, 100, 100, 50, 100, 0, 100, nan, 100, 100, 100, 100, 50, 100, 100, 100, nan]",100,"[100, 100, 100, 100]",100,100,100,100,68.33333333,100,100,100,0,50,"[75.0, 25.0, 75.0, 50.0, 25.0]",40,40,100,20,88.98261948,68.33333333,100,80.15625,100,74.38875306,100,100,100,"[100, 100, 100, 100, 100]",100,100,100,100,100,100,100,100,100,100,100,55.55555556,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0]",55.55555556,,16,200,32
MWI_001374,St. Martins Mission Hospital,South East Zone,Mangochi,SECONDARY,OTHER (SPECIFY),Community Hospital,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,BOTH OUT AND INPATIENT,PRIMARY,43170,100,100,100,100,100,60.66666667,51.33333333,"[50.0, 60.0, 50.0, 50.0, 60.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",54,50,50,70,"[75.0, 87.5, 66.66666666666667, 58.333333333333336, 62.5]","[100, 100, 100, 100, 100, 0, 0, 100, nan, 100, 100, 100, 100, 100, 100, 0, 100, nan, 100, 100, 100, 100, 100, 100, 0, 0, 0, 100, 25, 100, 100, 100, 100, 0, 0, 0, 100, 75, 25, 100, 0, 100, 0, 100, nan]",100,"[100, 100, 100, 100]",100,100,100,100,66.66666667,100,,100,0,45,"[50.0, 25.0, 50.0, 50.0, 50.0]",20,0,60,100,66.78408845,66.66666667,60,88.33333333,0,92.48861912,60,100,60,"[100, 0, 0, 100, 100]",100,85.71428571,100,100,100,0,100,100,,,,51.85185185,"[100, 0, 100, 0, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 100, 0]",51.85185185,,47.61904762,105,50
MWI_000834,Manyamula Health Centre,North Zone,Mzimba,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,32285,100,100,100,100,100,55.43434343,29.75757576,"[40.0, 40.0, 36.36363636363637, 40.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0]",39.27272727,0,50,81.11111111,"[80.55555555555556, 77.77777777777777, 80.55555555555556, 83.33333333333333, 83.33333333333333]","[100, 100, 75, 100, 50, 100, 100, 100, 0, 100, 75, 50, 100, 75, 100, 100, 100, 0, 100, 100, 75, 100, 50, 100, 100, 100, 0, 100, 100, 100, 100, 50, 100, 100, 100, 0, 100, 100, 100, 100, 50, 100, 100, 100, 0]",100,"[100, 100, 100, 100]",100,100,100,100,50,100,0,60,0,5,"[0.0, 0.0, 25.0, 0.0, 0.0]",0,0,20,0,42.91941665,50,18.18181818,37.5,0,94.75409836,100,0,20,"[0, 0, 100, 0, 0]",16.66666667,85.71428571,100,100,0,100,100,100,,,,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,0,44.44444444,9,4
MWI_000829,Mangochi District Hospital,South East Zone,Mangochi,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,102734,100,100,100,100,100,54.77272727,54.54545455,"[63.63636363636363, 63.63636363636363, 63.63636363636363, 63.63636363636363, 63.63636363636363, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",63.63636364,50,50,55,"[61.111111111111114, 50.0, 50.0, 69.44444444444444, 44.44444444444444]","[75, 75, 50, 75, 75, 100, 0, 100, 0, 75, 50, 75, 100, 50, 0, 0, 100, 0, 75, 75, 75, 75, 50, 0, 0, 100, 0, 75, 75, 50, 75, 50, 100, 100, 100, 0, 75, 50, 50, 75, 50, 0, 0, 100, 0]",100,"[100, 100, 100, 100]",100,100,100,100,50,100,0,100,0,95,"[100.0, 100.0, 75.0, 100.0, 100.0]",100,100,80,100,64.32279907,50,84.74576271,0,80,91.1910317,80,,80,"[100, 100, 0, 100, 100]",100,100,100,100,100,100,100,100,100,100,100,66.66666667,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0]",66.66666667,,,999,999
MWI_001095,Mzimba District Hospital,North Zone,Mzimba,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,117360,100,100,100,100,100,61.25,36.66666667,"[50.0, 70.0, 60.0, 70.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0]",60,0,50,85.83333333,"[72.22222222222223, 100.0, 88.88888888888889, 80.55555555555556, 87.5]","[100, 100, 50, 100, 0, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 25, 100, 100, 100, 0, 100, 100, 100, nan, 0, 100, 100, 100, 100]",100,"[100, 100, nan, 100]",100,100,,100,66.66666667,100,,100,0,40,"[75.0, 50.0, 25.0, 0.0, 50.0]",0,60,80,20,55.40452609,66.66666667,86.95652174,0,60,94.20849421,80,0,80,"[100, 100, 100, 0, 100]",66.66666667,85.71428571,100,100,100,100,100,0,0,0,0,74.07407407,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 100]",74.07407407,,,999,999
MWI_000982,Monkeybay Community Hospital,South East Zone,Mangochi,SECONDARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,57667,100,100,100,100,100,72.43395493,80.97902098,"[63.63636363636363, 63.63636363636363, 72.72727272727273, 80.0, 72.72727272727273, 100.0, 100.0, 50.0, 50.0, 100.0, 100.0, 100.0, 100.0]",70.54545455,80,100,63.88888889,"[55.55555555555556, 58.333333333333336, 61.111111111111114, 72.22222222222223, 72.22222222222223]","[75, 75, 25, 75, 50, 100, 0, 100, 0, 75, 75, 50, 75, 50, 100, 0, 100, 0, 75, 75, 50, 100, 50, 100, 0, 100, 0, 75, 75, 50, 100, 50, 100, 100, 100, 0, 75, 75, 50, 100, 50, 100, 100, 100, 0]",100,"[100, 100, 100, 100]",100,100,100,100,53.33333333,100,0,100,0,50,"[50.0, 50.0, 50.0, 25.0, 75.0]",20,100,20,60,87.17692915,53.33333333,100,72.33333333,100,97.39490823,100,,20,"[0, 0, 100, 0, 0]",100,100,100,100,100,100,100,100,100,100,100,55.55555556,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 100, 100, 100, 0, 0, 100, 0, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0]",55.55555556,,64.16861827,427,274
MWI_001376,St. Michael-Guillime,Central West Zone,Mchinji,SECONDARY,OTHER GENERAL HOSPITAL,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,BOTH OUT AND INPATIENT,PRIMARY,19471,100,100,100,100,100,56.07142857,38.25396825,"[60.0, 50.0, 60.0, 55.55555555555556, 60.0, 50.0, 0.0, 0.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0]",57.11111111,10,50,73.88888889,"[52.77777777777778, 75.0, 80.55555555555556, 88.88888888888889, 72.22222222222223]","[100, 100, 25, 100, 50, 100, 0, 0, 0, 100, 100, 25, 75, 75, 100, 100, 100, 0, 100, 100, 25, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 75, 50, 100, 25, 100, 100, 100, 0]",100,"[100, 100, 100, 100]",100,100,100,100,63.33333333,100,,100,0,10,"[0.0, 0.0, 0.0, 25.0, 25.0]",40,0,0,0,42.60926288,63.33333333,40,0,0,94.93150685,0,100,0,"[0, 0, 0, 0, 0]",0,100,100,100,100,100,100,100,,,,48.14814815,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 0, 0, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 0, 0, 100]",48.14814815,,50.3875969,129,65
MWI_000711,St. Joseph Hospital (Mchinji),Central West Zone,Mchinji,SECONDARY,OTHER GENERAL HOSPITAL,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,BOTH OUT AND INPATIENT,SECONDARY,25304,100,100,100,100,100,55.27777778,45,"[60.0, 70.0, 70.0, 70.0, 60.0, 0.0, 0.0, 50.0, 50.0, 0.0, 50.0, 50.0, 50.0, 50.0]",66,20,50,65.55555556,"[77.77777777777777, 66.66666666666667, 58.333333333333336, 55.55555555555556, 69.44444444444444]","[100, 100, 0, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 0, 0, 0, 75, 50, 100, 100, 0, 100, 100, 0, 0, 100, 100, 0, 100, 0, 100, 0, 100, 0, 100, 100, 25, 100, 0, 100, 100, 100, 0]",100,"[100, 100, 100, 100]",100,100,100,100,60,80,,100,0,10,"[0.0, 0.0, 25.0, 25.0, 0.0]",40,0,0,0,73.33564494,60,100,100,40,88.34951456,25,100,0,"[0, 0, 0, 0, 0]",16.66666667,100,100,100,100,100,100,100,,,,44.44444444,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 0, 0, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 0, 0, 0]",44.44444444,,,999,999
MWI_000945,Mitundu Community Hospital,Central West Zone,Lilongwe,SECONDARY,OTHER (SPECIFY),Community Hospital,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,227000,100,100,100,100,100,49.83333333,41.33333333,"[50.0, 50.0, 40.0, 40.0, 40.0, 50.0, 50.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",44,30,50,58.33333333,"[52.77777777777778, 47.22222222222222, 66.66666666666667, 58.333333333333336, 66.66666666666667]","[100, 100, 0, 75, 0, 100, 0, 100, 0, 100, 100, 0, 25, 0, 100, 0, 100, 0, 100, 100, 0, 100, 0, 100, 100, 100, 0, 100, 0, 25, 100, 0, 100, 100, 100, 0, 100, 100, 0, 100, 0, 100, 100, 100, 0]",100,"[100, 100, 100, 100]",100,100,100,100,66.66666667,100,,100,0,20,"[0.0, 50.0, 25.0, 25.0, 0.0]",20,0,0,60,85.73826037,66.66666667,100,100,40,93.50115592,100,100,0,"[0, 0, 0, 0, 0]",100,100,100,100,100,100,100,100,0,0,0,66.66666667,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 100, 100, 100, 0, 0, 0, 100, 100, 100, 100]",66.66666667,,39,300,117
MWI_000962,Mlambe Mission Hospital,South West Zone,Blantyre,SECONDARY,OTHER GENERAL HOSPITAL,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,112000,100,100,100,100,100,66.42857143,43.33333333,"[70.0, 70.0, 70.0, 70.0, 70.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 50.0, 50.0, 50.0, 50.0]",70,0,60,89.52380952,"[100.0, 86.11111111111111, 75.0, 97.22222222222223, 89.28571428571429]","[100, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, 75, 100, 0, 100, 100, 100, 100, 0, 100, nan, 100, 0, 100, 100, 75, 100, 100, 100, 100, 100, 100, 100, 100, 75, 100, nan, nan, 50, 100, 100, 100, 100]",100,"[100, nan, nan, 100]",100,,,100,66.66666667,100,,100,0,25,"[25.0, 25.0, 25.0, 25.0, 25.0]",0,0,100,0,64.67014568,66.66666667,55.55555556,20.66666667,80,89.8021309,40,100,100,"[100, 100, 100, 100, 100]",100,100,100,100,100,100,100,100,,,,55.55555556,"[100, 100, 100, 0, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 0, 100, 0, 0, 0, 100, 100, 100, 100]",55.55555556,,9.523809524,84,8
MWI_000388,Embangweni Mission Hospital,North Zone,Mzimba,SECONDARY,OTHER GENERAL HOSPITAL,,MISSION/FAITH-BASED,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,70000,100,100,100,100,100,59.04040404,33.63636364,"[70.0, 70.0, 60.0, 60.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0]",64,0,50,84.44444444,"[97.22222222222223, 61.111111111111114, 97.22222222222223, 80.55555555555556, 86.11111111111111]","[100, 100, 75, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 50, 0, 0, 100, 0, 100, 100, 100, 100, 75, 100, 100, 100, 100, 100, 100, 75, 100, 50, 100, 100, 100, 0, 100, 100, 75, 100, 100, 100, 100, 100, 0]",100,"[100, 100, 100, 100]",100,100,100,100,66.66666667,100,,100,0,0,[0.0],0,0,0,0,75.94881665,66.66666667,50,31.66666667,100,83.30838323,100,100,0,[0],100,85.71428571,100,100,100,100,100,100,100,100,100,51.85185185,"[0, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0]",51.85185185,,26.66666667,225,60
MWI_000011,Lilongwe Adventist Hospital,Central West Zone,Lilongwe,PRIMARY,SPECIALTY HOSPITAL,,MISSION/FAITH-BASED,,URBAN,BOTH OUT AND INPATIENT,PRIMARY,1100,100,0,100,100,100,81.11111111,81.11111111,"[70.0, 70.0, 60.0, 60.0, 70.0, 100.0, 100.0, 100.0, 100.0]",66,100,,81.11111111,"[72.22222222222223, 94.44444444444444, 83.33333333333333, 75.0, 80.55555555555556]","[100, 100, 75, 75, 0, 100, 0, 100, 100, 100, 100, 100, 100, 50, 100, 100, 100, 100, 100, 100, 100, 100, 50, 100, 0, 100, 100, 100, 100, 75, 100, 25, 100, 0, 100, nan, 100, 100, 100, 100, 25, 100, 0, 100, 100]",50,"[100, 100, 0, 0]",100,100,0,0,53.33333333,60,,100,0,75,[75.0],100,0,100,100,76.64646465,53.33333333,100,52,80,74.54545455,,100,100,[100],16.66666667,83.33333333,100,,100,100,100,0,100,100,100,62.96296296,"[100, 0, 0, 100, 100, 100, 0, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 0, 0, 0, 0, 0]",62.96296296,,1.694915254,59,1
MWI_001362,St. Gabriel Mission Hospital,Central West Zone,Lilongwe,SECONDARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,BOTH OUT AND INPATIENT,PRIMARY,15559,100,100,100,100,100,73.65277778,62.44444444,"[60.0, 60.0, 50.0, 50.0, 50.0, 50.0, 100.0, 66.66666666666667, 50.0, 50.0, 100.0, 50.0, 100.0, 50.0, 50.0]",54,63.33333333,70,84.86111111,"[81.25, 77.77777777777777, 93.75, 93.75, 77.77777777777777]","[100, 100, 50, 100, 0, 100, 100, 100, nan, 100, 100, 50, 100, 50, 100, 100, 100, 0, 100, 100, 50, 100, nan, 100, 100, 100, 100, 100, 100, nan, 100, 50, 100, 100, 100, 100, 100, 100, 0, 100, 0, 100, 100, 100, 100]",100,"[100, 100, 100, 100]",100,100,100,100,66.66666667,100,,100,0,20,"[50.0, 25.0, 0.0, 25.0, 0.0]",0,20,0,60,58.96858743,66.66666667,76.47058824,0,80,89.64285714,100,0,0,"[0, 0, 0, 0, 0]",66.66666667,100,100,100,100,100,100,100,100,100,100,51.85185185,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 0, 0, 0]",51.85185185,,,999,54
MWI_001504,Zingwangwa Health Centre,South West Zone,Blantyre,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,URBAN,OUTPATIENT ONLY,PRIMARY,67505,100,100,100,100,100,74.38888889,69.33333333,"[60.0, 60.0, 50.0, 60.0, 60.0, 50.0, 50.0, 50.0, 50.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0]",58,50,100,79.44444444,"[80.55555555555556, 69.44444444444444, 75.0, 94.44444444444444, 77.77777777777777]","[50, 100, 75, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 25, 100, 0, 100, 0, 100, 100, 75, 100, 0, 100, 0, 100, 100, 100, 100, 100, 100, 50, 100, 100, 100, 100, 50, 100, 50, 100, 100, 100, 100, 100, 0]",100,"[100, 100, 100, 100]",100,100,100,100,60,100,100,80,0,75,"[100.0, 25.0, 50.0, 100.0, 100.0]",80,60,100,60,88.32766238,60,100,100,60,98.29363669,100,100,100,"[100, 100, 100, 100, 100]",100,100,100,100,100,100,100,100,0,0,0,40.74074074,"[100, 100, 0, 0, 100, 100, 0, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 100, 0, 0, 0, 100, 100, 0, 100]",40.74074074,,14.81481481,108,16
MWI_001036,Mtimabi Health Centre,South East Zone,Mangochi,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,42000,100,100,100,100,100,51.59090909,28.18181818,"[50.0, 50.0, 50.0, 50.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0]",52,0,50,75,"[75.0, 87.5, 75.0, 50.0, 87.5]","[100, 100, 100, 100, 0, 100, 0, 100, nan, 100, 100, 100, 100, 100, 100, 0, 100, nan, 100, 100, 0, 100, 100, 100, 0, 100, nan, 100, 100, 0, 100, 0, 0, 0, 100, nan, 100, 100, 100, 100, 100, 0, 100, 100, nan]",75,"[0, 100, 100, 100]",0,100,100,100,66.66666667,100,,100,0,55,"[50.0, 75.0, 50.0, 75.0, 25.0]",40,0,80,100,58.838816,66.66666667,0,,0,86.36622932,100,100,80,"[100, 100, 100, 100, 0]",100,85.71428571,100,100,100,100,100,100,,,,25.92592593,"[0, 100, 0, 0, 100, 0, 100, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0, 0]",25.92592593,,53.84615385,78,42
MWI_000596,Katete Community Hospital,North Zone,Mzimba,SECONDARY,OTHER (SPECIFY),Community Hospital,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,BOTH OUT AND INPATIENT,SECONDARY,14643,100,100,100,100,100,66.46825397,49.04761905,"[70.0, 70.0, 60.0, 60.0, 60.0, 0.0, 0.0, 50.0, 66.66666666666667, 50.0, 50.0, 50.0, 50.0, 50.0]",64,29.16666667,50,83.88888889,"[83.33333333333333, 86.11111111111111, 80.55555555555556, 88.88888888888889, 80.55555555555556]","[100, 100, 100, 100, 50, 100, 100, 100, 0, 100, 100, 100, 100, 75, 100, 100, 100, 0, 100, 100, 100, 100, 25, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 75, 75, 100, 75, 100, 100, 100, 0]",100,"[100, 100, 100, 100]",100,100,100,100,46.66666667,40,,100,0,25,[25.0],0,0,100,0,48.8710038,46.66666667,77.77777778,100,20,97.65258216,0,0,100,[100],83.33333333,85.71428571,100,100,100,0,100,100,,,,37.03703704,"[0, 100, 0, 0, 100, 100, 100, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 100, 0, 0, 100, 100, 0, 0, 0]",37.03703704,,31.03448276,29,9
MWI_000499,Kalikumbi Health Centre,North Zone,Mzimba,PRIMARY,HEALTH CENTRE,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,OUTPATIENT ONLY,PRIMARY,22962,100,100,100,100,100,59.8989899,30.90909091,"[60.0, 60.0, 60.0, 60.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0]",58,0,50,88.88888889,"[72.22222222222223, 100.0, 94.44444444444444, 100.0, 77.77777777777777]","[100, 100, 100, 50, 0, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 50, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 0]",75,"[0, 100, 100, 100]",0,100,100,100,66.66666667,100,,100,0,40,"[0.0, 25.0, 50.0, 100.0, 25.0]",40,40,60,20,75.92909719,66.66666667,100,70,40,88.170347,100,66.66666667,60,"[0, 0, 100, 100, 100]",100,42.85714286,100,0,0,0,100,100,0,0,0,45.45454545,"[100, 100, 0, 0, 100, 0, 0, 100, 100, 0, 0]",,45.45454545,32.35294118,34,11
MWI_001098,Mzuzu Cental Hospital,North Zone,Mzimba,TERTIARY,CENTRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,9,100,100,100,100,100,58.82638889,41.33333333,"[60.0, 80.0, 80.0, 80.0, 70.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0]",74,0,50,76.31944444,"[75.0, 77.77777777777777, 66.66666666666667, 77.77777777777777, 84.375]","[100, 100, nan, 100, 0, 100, 100, 100, 0, 100, 100, 100, 100, 0, 100, 100, 100, 0, 100, 100, 0, 100, 0, 100, 100, 100, 0, 100, 100, 75, 100, 25, 100, 100, 100, 0, 100, 100, 75, 100, 0, 100, 100, 100, nan]",100,"[100, 100, 100, 100]",100,100,100,100,60,75,100,100,0,30,"[50.0, 50.0, 0.0, 25.0, 25.0]",0,60,60,0,50.82352941,60,,,0,94.11764706,100,0,60,"[100, 100, 0, 100, 0]",16.66666667,85.71428571,100,100,100,100,100,0,100,100,100,77.77777778,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 100, 0]",77.77777778,,,999,999
MWI_001410,Thekerani Rural Hospital,South West Zone,Thyolo,SECONDARY,OTHER (SPECIFY),Rural hospital,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,19780,100,100,100,100,100,47.16666667,46,"[50.0, 50.0, 50.0, 40.0, 50.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",48,40,50,48.33333333,"[52.77777777777778, 36.111111111111114, 44.44444444444444, 52.77777777777778, 55.55555555555556]","[100, 50, 25, 100, 0, 100, 100, 0, 0, 50, 50, 25, 100, 0, 100, 0, 0, 0, 100, 100, 0, 100, 0, 0, 0, 100, 0, 100, 100, 0, 75, 0, 100, 0, 100, 0, 100, 100, 50, 50, 0, 100, 100, 0, 0]",50,"[0, 100, 100, 0]",0,100,100,0,66.66666667,100,,100,0,20,"[25.0, 25.0, 0.0, 25.0, 25.0]",0,0,20,60,84.51082251,66.66666667,50,100,80,94.90909091,100,100,20,"[100, 0, 0, 0, 0]",100,85.71428571,100,100,100,100,100,100,100,100,100,33.33333333,"[100, 0, 0, 0, 100, 100, 100, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0, 0, 100, 100, 0, 0]",33.33333333,,,999,999
