Q100,Q102,Q105,Q106,Q105_a,Q113,Q113_A,Q116,Q116_A,Q117,Q118,tHFA_A001,tHFA_A002,HIV,TB,Malaria,ANC,Immu,Quality_Score,HW_Competence_Score,HW_Check,Patient_Centeredness_Score,PC_Check,iss_score,iss_check,fac_iss,fac_stats,fac_group_PS,fac_comms_data,HTM-ANC,hiv testing,ART access,iptp scores,TB screening,system_CHW_score,chw_show,chw_iss,chw_contract,chw_paid,chw_tools,facility_composite,HTM-ANC,presence_score,caseload,ANC_score,DPT_score,TB_treatment_completion,ART_retention,CHW_paid,CHW_scores,CLM_score,guideline_score,guide_HIV,guide_TB,guide_malaria,guide_anc,guide_immu,guide_imci,oxygen_score,oxygen_avl,oxygen_avo,test-capac,test-capac_check,with lab,without lab,vacancy_score,all_funded_posts,all_unfilled_posts
UGA_007016,Toroma HC II,Acholi,Agago District,PRIMARY,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,4320,100,0,100,100,100,81.70202020202021,93.95959595959596,"[90.0, 100.0, 100.0, 90.9090909090909, 88.88888888888889]",69.44444444444444,"[0, 100, 100, 100, 100, 0, 0, 100, 0, 75, 75, 100, 100, 100, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,95.0,100.0,0.0,100.0,100.0,25.0,"[25.0, 25.0]",100.0,0.0,0.0,0.0,61.905660377358494,95.0,50.0,100.0,40.0,24.52830188679245,,,0.0,"[0, 0]",100.0,100.0,100.0,,100.0,100.0,100.0,100.0,,,,18.181818181818183,"[0, 0, 0, 100, 100, 0, 0, 0, 0, 0, 0]",,18.181818181818183,44.44444444444444,9.0,4.0
UGA_006953,Techwa HC II,Bunyoro,Kiryandongo District,PRIMARY,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,9086,0,0,100,100,100,87.77777777777777,90.0,"[90.0, 90.0, 90.0, 90.0, 90.0]",85.55555555555556,"[100, 100, 100, 100, 75, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 50, 100, 100, 100, 0, 100, 100, 75, 100, 50, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,37.5,"[25.0, 50.0]",50.0,0.0,100.0,0.0,84.31180811808119,100.0,100.0,37.5,80.0,104.0590405904059,,,100.0,"[100, 100]",100.0,100.0,0.0,,100.0,100.0,100.0,100.0,,,,9.090909090909092,"[0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0]",,9.090909090909092,66.66666666666666,9.0,6.0
UGA_009201,Mukono General Hospital,North Central,Mukono District,SECONDARY,GENERAL HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,SECONDARY,180000,100,100,100,100,100,67.44444444444444,52.666666666666664,"[50.0, 70.0, 70.0, 60.0, 40.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",82.22222222222223,"[100, 100, 50, 100, 50, 100, 100, 100, 0, 100, 100, 100, 100, 0, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 0, 100, 0]",75.0,"[0, 100, 100, 100]",0.0,100.0,100.0,100.0,60.0,100.0,100.0,80.0,0.0,0.0,[0.0],0.0,0.0,0.0,0.0,74.3386075949367,60.0,,,40.0,71.69303797468353,100.0,100.0,0.0,[0],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,62.96296296296296,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 100, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 100, 0]",62.96296296296296,,50.0,162.0,81.0
UGA_009335,Amuria Hospital,Teso,Amuria District,SECONDARY,DISTRICT HOSPITAL,,LOCAL GOVERNMENT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,24000,100,100,100,100,100,61.53318903318903,60.84415584415584,"[90.0, 80.0, 90.9090909090909, 90.9090909090909, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 100.0, 100.0, 100.0]",62.22222222222222,"[100, 100, 100, 100, 0, 0, 0, 100, 0, 100, 100, 0, 0, 0, 0, 100, 100, 0, 100, 100, 100, 100, 0, 100, 0, 100, 0, 100, 100, 100, 100, 0, 100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 100, 100, 0]",100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,93.33333333333334,100.0,100.0,100.0,80.0,20.0,"[25.0, 25.0, 25.0, 25.0, 0.0]",80.0,0.0,0.0,0.0,66.60506160506161,93.33333333333334,95.45454545454545,50.71428571428571,20.0,90.12820512820512,50.0,,0.0,"[0, 0, 0, 0, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,55.55555555555556,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 100, 100, 100, 0, 0, 100, 100, 0, 0, 100, 0, 0, 0, 100, 100, 0, 0]",55.55555555555556,,0.0,87.0,0.0
UGA_005278,Nebbi Hospital,West Nile,Nebbi District,SECONDARY,GENERAL HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,SECONDARY,306300,100,100,100,100,100,62.22222222222223,63.333333333333336,"[80.0, 80.0, 80.0, 80.0, 80.0, 0.0, 0.0, 0.0, 0.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0]",61.111111111111114,"[75, 75, 50, 75, 50, 100, 0, 100, 0, 100, 100, 25, 75, 25, 100, 100, 100, 0, 75, 75, 25, 75, 50, 100, 0, 100, 0, 75, 75, 50, 75, 50, 100, 0, 100, 0, 75, 75, 25, 75, 25, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,66.66666666666667,100.0,,100.0,0.0,45.0,"[50.0, 25.0, 50.0, 50.0, 50.0]",80.0,0.0,100.0,0.0,64.92790860322812,66.66666666666667,92.43697478991596,4.636363636363637,100.0,90.75535512965051,0.0,100.0,100.0,"[100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,0.0,100.0,66.66666666666667,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 0, 100, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 100, 0]",66.66666666666667,,25.957446808510635,235.0,61.0
UGA_003791,Kyenjojo Hospital,Tooro,Kyenjojo District,SECONDARY,DISTRICT HOSPITAL,,LOCAL GOVERNMENT,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,90000,100,100,100,100,100,86.23653198653199,93.3063973063973,"[77.77777777777777, 80.0, 80.0, 81.81818181818181, 80.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",79.16666666666667,"[100, 100, 0, 100, 75, 100, 100, 100, 0, 100, 100, 100, 100, 50, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,[50.0],100.0,0.0,100.0,0.0,66.63920922869184,100.0,90.21739130434783,6.927710843373493,60.0,95.99602911978822,80.0,33.333333333333336,100.0,[100],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,0.0,100.0,77.77777777777777,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 100, 0, 100, 100, 100, 100]",77.77777777777777,,23.684210526315788,190.0,45.0
UGA_002194,Iganga Hospital,Busoga,Iganga District,SECONDARY,DISTRICT HOSPITAL,,LOCAL GOVERNMENT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,430000,100,100,100,100,100,86.33333333333334,92.66666666666667,"[80.0, 90.0, 90.0, 90.0, 90.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",80.0,"[100, 100, 50, 100, 50, 100, 100, 100, 0, 100, 100, 50, 100, 25, 100, 100, 100, 0, 100, 50, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 50, 100, 100, 100, 0, 100, 100, 100, 100, 25, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,93.33333333333334,100.0,,100.0,80.0,25.0,[25.0],100.0,0.0,0.0,0.0,70.59027777777779,93.33333333333334,33.33333333333333,16.25,100.0,80.625,100.0,,0.0,[0],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,70.37037037037037,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 0, 0, 100, 100, 0, 100, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 100, 100]",70.37037037037037,,19.12568306010929,183.0,35.0
UGA_000791,Bugiri Hospital,Busoga,Bugiri District,SECONDARY,GENERAL HOSPITAL,,LOCAL GOVERNMENT,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,29743,100,100,100,100,100,76.44444444444444,74.0,"[80.0, 80.0, 60.0, 70.0, 70.0, 50.0, 50.0, 50.0, 50.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0]",78.88888888888889,"[100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 50, 50, 100, 75, 100, 0, 100, 0, 100, 100, 50, 100, 25, 100, 100, 100, 0, 100, 100, 50, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 50, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,60.0,100.0,100.0,80.0,0.0,35.0,"[50.0, 50.0, 50.0, 0.0, 25.0]",80.0,0.0,60.0,0.0,75.84698776816676,60.0,95.83333333333334,26.956521739130434,60.0,88.13905930470347,100.0,100.0,60.0,"[100, 100, 100, 0, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.66666666666667,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 100, 100, 100, 100, 100]",66.66666666666667,,34.054054054054056,185.0,63.0
UGA_009408,Kyegegwa Hospital,Tooro,Kyegegwa District,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,99700,100,100,100,100,100,84.27777777777777,98.0,"[90.0, 90.0, 90.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",70.55555555555556,"[100, 100, 75, 100, 75, 100, 100, 0, 0, 100, 100, 100, 100, 25, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 25, 75, 25, 100, 25, 0, 0, 100, 0, 100, 100, 75, 100, 75, 100, 0, 100, 0]",100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,[0.0],0.0,0.0,0.0,0.0,75.43866180548424,100.0,81.25,13.269230769230768,100.0,93.55140186915888,100.0,40.0,0.0,[0],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,74.07407407407408,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 100, 100]",74.07407407407408,,37.234042553191486,188.0,70.0
UGA_002898,Kaserem HC III,Bugisu,Kapchorwa District,PRIMARY,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,8762,100,100,100,100,100,78.88888888888889,73.33333333333333,"[80.0, 80.0, 70.0, 90.0, 80.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 100.0, 100.0, 100.0, 100.0]",84.44444444444444,"[100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 50, 100, 75, 100, 100, 100, 0, 100, 100, 50, 100, 75, 100, 100, 100, 0, 100, 100, 100, 100, 50, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,66.66666666666667,100.0,,100.0,0.0,25.0,"[25.0, 25.0, 25.0]",100.0,0.0,0.0,0.0,71.37782982045277,66.66666666666667,100.0,85.0,60.0,87.97814207650273,100.0,0.0,0.0,"[0, 0, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,48.148148148148145,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 0, 100, 0, 0, 0, 100, 0, 0, 0, 100, 100, 0, 0]",48.148148148148145,,50.90909090909091,55.0,28.0
UGA_004221,Makerere University Hospital,Kampala,Kampala District,SECONDARY,GENERAL HOSPITAL,,MINISTRY OF EDUCATION AND SPORTS (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9,100,100,100,100,100,79.11111111111111,79.33333333333333,"[90.0, 90.0, 80.0, 90.0, 90.0, 50.0, 50.0, 50.0, 50.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0]",78.88888888888889,"[100, 100, 100, 100, 0, 0, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 50, 100, 50, 100, 100, 100, 0, 100, 100, 50, 100, 50, 100, 100, 100, 0, 100, 100, 100, 100, 50, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,60.000000000000014,100.0,,80.0,0.0,50.0,[50.0],100.0,0.0,0.0,100.0,60.13653013653014,60.000000000000014,100.0,4.545454545454545,60.0,56.41025641025641,100.0,40.0,0.0,[0],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.66666666666667,"[100, 0, 100, 0, 100, 100, 100, 100, 100, 0, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 0]",66.66666666666667,,,78.0,999.0
UGA_002746,Kamuli Hospital,Busoga,Kamuli District,SECONDARY,DISTRICT HOSPITAL,,LOCAL GOVERNMENT,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,40991,100,100,100,100,100,75.88888888888889,74.0,"[80.0, 70.0, 70.0, 70.0, 70.0, 50.0, 50.0, 50.0, 50.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0]",77.77777777777777,"[100, 100, 100, 100, 0, 100, 100, 100, 0, 100, 100, 100, 100, 0, 100, 100, 100, 0, 100, 100, 100, 100, 0, 100, 100, 100, 0, 100, 100, 50, 100, 25, 100, 100, 100, 0, 100, 50, 75, 100, 100, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,40.00000000000001,25.0,100.0,80.0,0.0,16.666666666666668,"[0.0, 25.0, 25.0]",33.333333333333336,0.0,0.0,33.333333333333336,62.62018086625416,40.00000000000001,75.0,100.0,40.0,83.34126606377914,100.0,0.0,0.0,"[0, 0, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,48.148148148148145,"[100, 100, 100, 0, 100, 100, 0, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 0, 100, 0, 0, 0, 100, 100, 0, 0]",48.148148148148145,,5.4945054945054945,182.0,10.0
UGA_002698,Kambuga Hospital,Kigezi,Kanungu District,SECONDARY,GENERAL HOSPITAL,,LOCAL GOVERNMENT,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,21649,100,100,100,100,100,83.66666666666666,97.33333333333333,"[90.0, 100.0, 90.0, 90.0, 90.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",70.0,"[100, 100, 75, 100, 75, 100, 100, 100, 0, 100, 50, 75, 100, 75, 100, 100, 0, 0, 100, 75, 75, 100, 25, 100, 100, 0, 0, 100, 100, 100, 100, 0, 100, 100, 100, 0, 100, 50, 75, 100, 0, 100, 100, 0, 0]",100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,25.0,[25.0],0.0,0.0,100.0,0.0,75.74757560290928,100.0,85.0,5.147058823529411,60.0,104.33839479392624,100.0,,100.0,[100],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.66666666666667,"[100, 100, 100, 0, 100, 0, 100, 100, 100, 100, 100, 100, 100, 0, 0, 100, 100, 0, 0, 100, 0, 0, 100, 100, 100, 100, 0]",66.66666666666667,,35.483870967741936,186.0,66.0
UGA_005066,Nakaseke Hospital,North Central,Nakaseke District,SECONDARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,BOTH OUT AND INPATIENT,SECONDARY,268500,100,100,100,100,100,65.41666666666666,73.33333333333333,"[70.0, 70.0, 70.0, 70.0, 70.0, 50.0, 50.0, 50.0, 50.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0]",57.5,"[75, 50, 25, nan, 100, 100, 100, 100, 0, 100, 25, 50, nan, 75, 100, 100, 0, 0, 100, 50, 25, nan, 50, 0, 100, 0, 0, 75, 50, 50, nan, 50, 100, 100, 100, 0, 25, 50, 25, nan, 50, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,66.66666666666667,100.0,,100.0,0.0,25.0,"[25.0, 25.0]",50.0,0.0,0.0,50.0,59.428121720881435,66.66666666666667,,,80.0,91.04582021685904,0.0,,0.0,"[0, 0]",83.33333333333334,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,59.25925925925926,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 100, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0]",59.25925925925926,,16.216216216216218,148.0,24.0
UGA_003041,Kawolo Hospital,North Central,Buikwe District,SECONDARY,GENERAL HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,BOTH OUT AND INPATIENT,SECONDARY,500000,100,100,100,100,100,51.222222222222214,34.666666666666664,"[70.0, 60.0, 40.0, 90.0, 10.0, 0.0, 0.0, 50.0, 0.0, 0.0, 50.0, 50.0, 50.0, 0.0, 50.0]",67.77777777777777,"[100, 100, 25, 100, 100, 100, 100, 100, 0, 100, 100, 50, 100, 100, 100, 100, 100, 0, 100, 100, 50, 100, 100, 100, 100, 100, 0, 25, 100, 0, 100, 0, 0, 0, 100, 0, 100, 100, 0, 100, 0, 100, 0, 100, 0]",75.0,"[0, 100, 100, 100]",0.0,100.0,100.0,100.0,53.333333333333336,75.0,100.0,80.0,0.0,25.0,[25.0],100.0,0.0,0.0,0.0,71.36514070937095,53.333333333333336,100.0,7.928571428571428,60.0,78.29408020369192,100.0,100.0,0.0,[0],100.0,57.142857142857146,100.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,62.96296296296296,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 100, 100, 100, 0, 0, 100, 0, 0, 0, 100, 100, 100, 100]",62.96296296296296,,18.421052631578945,190.0,35.0
UGA_005566,Nyantonzi HC III,Bunyoro,Masindi District,PRIMARY,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,15722,100,100,100,100,100,88.33333333333334,96.66666666666667,"[90.0, 90.0, 90.0, 90.0, 90.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",80.0,"[100, 100, 50, 100, 50, 100, 100, 100, 0, 100, 100, 100, 100, 75, 100, 100, 100, 0, 100, 100, 75, 100, 0, 100, 100, 100, 0, 100, 100, 100, 100, 0, 100, 100, 100, 0, 100, 100, 100, 100, 50, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,25.0,[25.0],0.0,0.0,100.0,0.0,64.26974983541804,100.0,71.42857142857143,16.0,40.0,82.45967741935483,100.0,40.0,100.0,[100],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,40.74074074074074,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0, 0, 100, 100, 0, 0]",40.74074074074074,,26.31578947368421,19.0,5.0
UGA_004355,Masindi Hospital,Bunyoro,Masindi District,SECONDARY,DISTRICT HOSPITAL,,LOCAL GOVERNMENT,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,55243,100,100,100,100,100,89.11111111111111,96.0,"[80.0, 90.0, 90.0, 90.0, 90.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",82.22222222222223,"[100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 75, 100, 100, 100, 0, 100, 100, 75, 100, 25, 100, 100, 100, 0, 100, 100, 75, 100, 50, 100, 100, 100, 0, 100, 75, 50, 100, 75, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,25.0,[25.0],0.0,0.0,100.0,0.0,70.07769423558896,100.0,100.0,7.375,100.0,83.16885964912281,100.0,0.0,100.0,[100],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,74.07407407407408,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 0, 0, 100, 0, 0, 0, 100, 100, 100, 100]",74.07407407407408,,35.78947368421053,190.0,68.0
UGA_000939,Buliisa Hospital,Bunyoro,Buliisa District,SECONDARY,DISTRICT HOSPITAL,,LOCAL GOVERNMENT,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,153220,100,100,100,100,100,91.33333333333333,99.33333333333333,"[90.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",83.33333333333333,"[100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 0, 100, 75, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 0, 0, 100, 100, 100, 100, 75, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,93.33333333333334,80.0,,100.0,100.0,50.0,"[50.0, 50.0]",100.0,0.0,100.0,0.0,65.21522866572373,93.33333333333334,80.0,10.5,80.0,92.67326732673268,100.0,0.0,100.0,"[100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.66666666666667,"[100, 100, 100, 0, 100, 0, 100, 100, 100, 100, 100, 100, 100, 0, 0, 100, 100, 0, 0, 100, 0, 0, 0, 100, 100, 100, 100]",66.66666666666667,,65.94594594594595,185.0,122.0
UGA_002552,Kagadi Hospital,Bunyoro,Kagadi District,SECONDARY,DISTRICT HOSPITAL,,LOCAL GOVERNMENT,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,58122,100,100,100,100,100,92.77777777777777,100.0,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",85.55555555555556,"[100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 25, 100, 100, 100, 0, 100, 100, 100, 100, 75, 100, 100, 100, 0, 100, 100, 50, 100, 100, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,25.0,[25.0],0.0,0.0,100.0,0.0,71.46676321094925,100.0,4.487179487179487,55.0,80.0,89.31339977851606,100.0,,100.0,[100],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,70.37037037037037,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0]",70.37037037037037,,14.210526315789473,190.0,27.0
UGA_002112,Hoima Regional Referral Hospital,Bunyoro,Hoima District,SECONDARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,TERTIARY,173053,100,100,100,100,100,89.16666666666667,96.66666666666667,"[90.0, 80.0, 100.0, 90.0, 90.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",81.66666666666667,"[75, 50, 100, 100, 75, 100, 100, 0, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 75, 100, 100, 100, 0, 100, 100, 100, 100, 75, 100, 100, 100, 0, 100, 75, 100, 100, 50, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,50.0,[50.0],100.0,0.0,100.0,0.0,80.01885992847214,100.0,92.43697478991596,2.2954545454545454,100.0,85.39959016393442,100.0,80.0,100.0,[100],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,85.18518518518519,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 0, 100, 100, 100, 0, 0, 100, 100, 100, 100]",85.18518518518519,,72.68331990330378,1241.0,902.0
UGA_002671,Kalisizo Hospital,South Central,Kyotera District,SECONDARY,DISTRICT HOSPITAL,,LOCAL GOVERNMENT,,RURAL,INPATIENT ONLY,SECONDARY,80395,100,100,100,100,100,87.72222222222223,99.33333333333333,"[90.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",76.11111111111111,"[100, 100, 100, 100, 75, 100, 100, 100, 0, 100, 100, 75, 100, 0, 100, 100, 0, 0, 100, 100, 50, 100, 0, 100, 100, 100, 0, 100, 100, 50, 100, 75, 100, 0, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0]",75.0,"[100, 0, 100, 100]",100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,"[50.0, 50.0]",100.0,0.0,100.0,0.0,51.20526471458148,100.0,59.523809523809526,5.0,0.0,93.91304347826087,100.0,0.0,100.0,"[100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.66666666666667,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 0, 100, 100, 0, 0, 100, 0, 0, 0, 100, 100, 100, 0]",66.66666666666667,,21.631205673758867,282.0,61.0
