Q100,Q102,Q105,Q106,Q105_a,Q113,Q113_A,Q116,Q116_A,Q117,Q118,tHFA_A001,tHFA_A002,HIV,TB,Malaria,ANC,Immu,Quality_Score,HW_Competence_Score,HW_Check,ANC_score,ART_score,TB_score,Patient_Centeredness_Score,PC_Individuals,PC_attributes,PC_avg_Communication,PC_avg_Respect,PC_avg_Autonomy,PC_avg_Confidentiality,PC_avg_Social support,PC_avg_HW told,PC_avg_Danger signs,PC_avg_Rudeness,PC_avg_Challenges,iss_score,iss_check,fac_iss,fac_tech,fac_stats,fac_group_PS,fac_comms_data,HTM-ANC,hiv testing,ART access,iptp scores,TB screening,system_CHW_score,chw_count,chw_show,chw_iss,chw_contract,chw_contract_any,chw_paid,chw_tools,facility_composite,HTM-ANC,presence_score,caseload,ANC_dropout,DPT_score,TB_treatment_completion,ART_retention,CHW_count,CHW_paid_full,CHW_scores,CLM_score,comm_data_collectors,quarterly_feedback,comm_data_analysis,CLM_aware,CLM_promotion,client_feedback,guideline_score,guide_HIV_test,guide_ART,guide_TB,guide_malaria,guide_anc,guide_immu,guide_imci,flowmeter_avl,flowmeter_func,humidifier_avl,humidifier_func,oxy_available,oxy_deliverable,oxygen_avl,oxygen_avo,oxygen_delivery_avl,oxygen_delivery_func,oxygen_score,pulse_oximeter_avl,pulse_oximeter_func,test-capac,fac_has_lab,fac_test_no_lab,fac_no_test,score with lab,score without lab,Antibodies to HIV 1/2 (anti HIV Ab),Qualitative (EID) or quantitative (viral load) HIV nucleic acid test (NAT),CD4 cell enumeration,Antibodies to Treponema pallidum OR Combined antibodies to T. pallidum and HIV 1/2,Lipoarabinomannan (LAM) antigen,Mycobacterium tuberculosis bacteria,M. tuberculosis DNA,Drug susceptibility testing of M. tuberculosis culture,Plasmodium spp. antigens; species-specific (e.g. HRP2) and/or pan species-specific (e.g. pan-pLDH),Staining procedures,Culture OR Culture and Genus and species identification of bacteria and fungi,Antimicrobial susceptibility testing (AST),C-reactive protein (CRP),"Complete blood count (CBC), automated",Prothrombin time and international normalized ratio (PT/INR),Blood culture,Blood gas,Glucose,Liver profile/Liver Function test,Renal function test,SARS-CoV-2 test,Hepatitis B surface antigen (HBsAg),Influenza A and B antigen,Influenza A and B diagnostic,"Qualitative dengue virus nucleic acid test, Dengue virus IgM antibody or Dengue virus antigen (NS1)",Qualitative nucleic acid test (NAT) for Chlamydia trachomatis (CT) and Neisseria gonorrhoeae (NG) infections,Measles nucleic acid test or Measle serology,Vibrio cholerae antigen,vacancy_score,all_funded_posts,all_unfilled_posts,doctor_posts,doctor_vacancies,nurses_posts,nurses_vacancies,lab-tech_posts,lab-tech_vacancies,pharmacists_posts,pharmacists_vacancies,CHW_posts,CHW_vacancies
TZA_010236,LIGULA,Mtwara Region,Mtwara District,SECONDARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,1634947,100,100,100,100,100,92.22222222222221,100.0,"[np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",100.0,100.0,100.0,84.44444444444443,"[np.float64(88.88888888888889), np.float64(88.88888888888889), np.float64(88.88888888888889), np.float64(66.66666666666667), np.float64(88.88888888888889)]","[100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 50, 50, 50, 50, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0]",100.0,90.0,90.0,90.0,90.0,100.0,100.0,100.0,0.0,100.0,"[100, 100, 100, nan]",100.0,100.0,100.0,100.0,,100.0,,100.0,100.0,100.0,,0,[],,,,,,76.90476190476191,100.0,100.0,38.333333333333336,0.0,100.0,100.0,100.0,0,,[],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,74.07407407407408,100.0,0.0,0.0,74.07407407407408,,100.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,,,999.0,999.0,999.0,999.0,999.0,999.0,5.0,5.0,999.0,999.0,999.0,999.0
TZA_004041,MADANGA,Tanga Region,Pangani District,PRIMARY,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,3900,100,0,100,100,100,87.88194444444444,100.0,"[np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",100.0,,,75.76388888888889,"[np.float64(75.0), np.float64(75.0), np.float64(84.375), np.float64(66.66666666666667), np.float64(77.77777777777777)]","[75, 75, 75, 75, 75, 100, 100, 100, 0, 75, 75, 75, 75, 75, 100, 100, 100, 0, 75, 75, 75, 75, 75, 100, 100, 100, nan, 0, 75, 75, 75, 75, 100, 100, 100, 0, 100, 75, 75, 75, 75, 100, 100, 100, 0]",65.0,75.0,75.0,75.0,75.0,100.0,100.0,100.0,0.0,100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,1,[np.float64(0.0)],0.0,0.0,0.0,0.0,0.0,59.07368421052631,100.0,100.0,8.0,0.0,87.36842105263159,,,1,0.0,[0],100.0,100.0,100.0,100.0,100.0,100.0,100.0,20.0,0.0,,,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,7.407407407407407,100.0,0.0,0.0,7.407407407407407,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,70.0,20.0,14.0,0.0,0.0,7.0,5.0,3.0,3.0,2.0,2.0,3.0,2.0
TZA_010267,Benjamini Mkapa,Dodoma Region,Dodoma District,TERTIARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,8480000,100,100,100,100,100,62.373263888888886,37.333333333333336,"[np.float64(60.0), np.float64(50.0), np.float64(50.0), np.float64(60.0), np.float64(40.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0)]",52.0,10.0,50.0,87.41319444444444,"[np.float64(83.33333333333333), np.float64(72.22222222222223), np.float64(97.22222222222223), np.float64(nan), np.float64(96.875)]","[100, 100, 75, 75, 100, 100, 100, 100, 0, 75, 100, 25, 75, 75, 100, 100, 100, 0, 100, 100, 100, 75, 100, 100, 100, 100, 100, nan, nan, nan, nan, nan, nan, nan, nan, nan, 100, 100, 75, 100, 100, 100, nan, 100, 100]",93.75,100.0,68.75,81.25,93.75,100.0,100.0,100.0,50.0,0.0,[],0.0,,,,,26.666666666666668,100.0,0.0,0.0,0.0,,0,[],,,,,,62.606261072367325,26.666666666666668,97.0873786407767,9.629999999999999,,42.25352112676056,100.0,100.0,0,,[],16.666666666666668,0.0,0.0,0.0,0.0,0.0,100.0,85.71428571428571,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,77.77777777777777,100.0,0.0,0.0,77.77777777777777,,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,,34.68531468531468,715.0,248.0,173.0,17.0,287.0,68.0,35.0,0.0,18.0,0.0,0.0,0.0
TZA_008608,WELLU II,Songwe Region,Mbozi District,PRIMARY,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,9,0,0,100,100,100,97.5,95.0,"[np.float64(90.0), np.float64(100.0)]",95.0,,,100.0,"[np.float64(100.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]","[100, 100, 100, 100, 100, 100, 100, 100, 100, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33.333333333333336,"[100, 0, 0, nan]",100.0,100.0,0.0,0.0,,83.33333333333334,,100.0,100.0,50.0,,0,[],,,,,,61.58730158730159,83.33333333333334,,,50.0,51.42857142857142,,,0,,[],16.666666666666668,0.0,0.0,0.0,0.0,0.0,100.0,100.0,,,,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
TZA_010238,MAWENI,Kigoma Region,Kigoma District,SECONDARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,2470967,100,100,100,100,100,92.01388888888889,100.0,"[np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",100.0,100.0,100.0,84.02777777777777,"[np.float64(83.33333333333333), np.float64(83.33333333333333), np.float64(86.11111111111111), np.float64(83.33333333333333), np.float64(nan)]","[100, 100, 75, 100, 75, 100, 100, 100, 0, 100, 100, 75, 100, 75, 100, 100, 100, 0, 100, 100, 75, 100, 100, 100, 100, 100, 0, 100, 100, 75, 100, 75, 100, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan]",100.0,100.0,75.0,100.0,81.25,100.0,100.0,100.0,0.0,100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,25.0,4,"[np.float64(25.0), np.float64(25.0), np.float64(25.0), np.float64(25.0)]",100.0,0.0,0.0,0.0,0.0,79.3534188034188,100.0,96.15384615384616,13.3,66.66666666666667,,100.0,100.0,4,0.0,"[0, 0, 0, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,81.48148148148148,100.0,0.0,0.0,81.48148148148148,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,,49.25373134328358,67.0,33.0,17.0,8.0,30.0,12.0,3.0,1.0,3.0,2.0,12.0,10.0
TZA_010167,ST CAROLUS,Singida Region,Singida District,PRIMARY,DISTRICT HOSPITAL,,MISSION/FAITH-BASED,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,24535,100,100,100,100,100,63.33333333333334,43.333333333333336,"[np.float64(80.0), np.float64(70.0), np.float64(40.0), np.float64(50.0), np.float64(60.0), np.float64(0.0), np.float64(50.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(100.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0)]",60.0,10.0,60.0,83.33333333333334,"[np.float64(77.77777777777777), np.float64(88.88888888888889), np.float64(75.0), np.float64(83.33333333333333), np.float64(91.66666666666667)]","[100, 100, 75, 100, 25, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 75, 0, 100, 100, 0, 100, 100, 75, 100, 75, 100, 0, 100, 100, 100, 100, 100, 100, 25, 100, 100, 100, 100]",100.0,100.0,90.0,100.0,60.0,80.0,40.0,100.0,80.0,75.0,"[0, 100, 100, 100]",100.0,0.0,100.0,100.0,100.0,46.66666666666667,100.0,,40.0,0.0,0.0,3,"[np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0.0,0.0,0.0,0.0,0.0,71.23300630033316,46.66666666666667,85.0,2.9411764705882355,,92.79019466474405,100.0,100.0,3,0.0,"[0, 0, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.66666666666667,100.0,0.0,0.0,66.66666666666667,,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,,44.0,200.0,88.0,11.0,1.0,55.0,26.0,6.0,0.0,4.0,0.0,4.0,0.0
TZA_001714,IKENGEZA,Iringa Region,Iringa District,PRIMARY,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,9,100,0,100,100,100,80.24305555555556,90.0,"[np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0)]",90.0,,,70.48611111111111,"[np.float64(68.75), np.float64(72.22222222222223), np.float64(nan), np.float64(nan), np.float64(nan)]","[100, 100, 50, nan, 0, 100, 0, 100, 100, 100, 100, 50, 100, 0, 100, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",100.0,100.0,50.0,100.0,0.0,100.0,50.0,100.0,50.0,75.0,"[100, 0, 100, 100]",100.0,100.0,0.0,100.0,100.0,100.0,100.0,,100.0,100.0,0.0,1,[np.float64(0.0)],0.0,0.0,0.0,0.0,0.0,74.63740458015268,100.0,100.0,10.0,,88.54961832061069,,,1,0.0,[0],100.0,100.0,100.0,100.0,100.0,100.0,100.0,33.333333333333336,0.0,0.0,,100.0,0.0,100.0,0.0,,,,,,,,,,,,,,11.11111111111111,100.0,0.0,0.0,11.11111111111111,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,80.0,10.0,8.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0
TZA_001785,ILAMBILOLE,Iringa Region,Iringa District,PRIMARY,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,3151,100,100,100,100,100,81.34722222222223,97.0,"[np.float64(80.0), np.float64(100.0), np.float64(100.0), np.float64(90.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",94.0,100.0,,65.69444444444444,"[np.float64(77.77777777777777), np.float64(55.55555555555556), np.float64(66.66666666666667), np.float64(56.25), np.float64(72.22222222222223)]","[100, 100, 100, 100, 0, 100, 0, 100, 100, 100, 100, 0, 100, 0, 100, 0, 100, 0, 100, 100, 100, 100, 0, 100, 0, 100, 0, 100, 100, 50, nan, 0, 100, 0, 100, 0, 100, 100, 50, 100, 0, 100, 100, 100, 0]",100.0,100.0,60.0,100.0,0.0,100.0,20.0,100.0,20.0,0.0,[],0.0,,,,,93.33333333333334,100.0,,80.0,100.0,0.0,1,[np.float64(0.0)],0.0,0.0,0.0,0.0,0.0,80.7638888888889,93.33333333333334,100.0,31.25,60.0,100.0,,100.0,1,0.0,[0],100.0,100.0,100.0,100.0,100.0,100.0,100.0,57.142857142857146,100.0,0.0,0.0,100.0,0.0,100.0,100.0,,,,,,,,,,,,,,25.925925925925927,100.0,0.0,0.0,25.925925925925927,,100.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,72.72727272727273,11.0,8.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0
TZA_004785,MAZUNGWE,Kigoma Region,Uvinza District,PRIMARY,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,9156,100,0,100,100,100,90.97222222222223,100.0,"[np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",100.0,,,81.94444444444444,"[np.float64(80.55555555555556), np.float64(83.33333333333333), np.float64(80.55555555555556), np.float64(83.33333333333333), np.float64(nan)]","[75, 100, 75, 100, 75, 100, 100, 100, 0, 100, 100, 75, 100, 75, 100, 100, 100, 0, 75, 100, 75, 100, 75, 100, 100, 100, 0, 100, 100, 75, 100, 75, 100, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan]",87.5,100.0,75.0,100.0,75.0,100.0,100.0,100.0,0.0,100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,25.0,2,"[np.float64(25.0), np.float64(25.0)]",100.0,0.0,0.0,0.0,0.0,66.32978723404256,100.0,100.0,32.5,0.0,99.14893617021276,,,2,0.0,"[0, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,18.181818181818183,0.0,100.0,0.0,,18.181818181818183,100.0,0.0,0.0,0.0,0.0,,,,100.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,50.0,10.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,4.0
TZA_010237,MANYARA,Manyara Region,Babati District,SECONDARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,LOCAL GOVERNMENT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,1810929,100,100,100,0,100,66.38888888888889,55.55555555555556,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",,0.0,100.0,77.22222222222221,"[np.float64(75.0), np.float64(77.77777777777777), np.float64(77.77777777777777), np.float64(80.55555555555556), np.float64(75.0)]","[75, 75, 75, 75, 75, 100, 100, 100, 0, 75, 100, 75, 75, 75, 100, 100, 100, 0, 100, 75, 75, 75, 75, 100, 100, 100, 0, 75, 75, 100, 100, 75, 100, 100, 100, 0, 75, 75, 75, 75, 75, 100, 100, 100, 0]",80.0,80.0,80.0,80.0,75.0,100.0,100.0,100.0,0.0,100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,,,,,,0.0,1,[np.float64(0.0)],0.0,0.0,0.0,0.0,0.0,100.0,,,,,,100.0,100.0,1,0.0,[0],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,81.48148148148148,100.0,0.0,0.0,81.48148148148148,,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,,61.87245590230665,737.0,456.0,50.0,16.0,168.0,78.0,15.0,2.0,5.0,1.0,0.0,0.0
TZA_009350,MBALAMAZIWA,Iringa Region,Mufindi District,PRIMARY,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,9,100,100,100,100,100,79.16666666666667,100.0,"[np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",100.0,100.0,100.0,58.333333333333336,"[np.float64(55.55555555555556), np.float64(61.111111111111114), np.float64(nan), np.float64(nan), np.float64(nan)]","[100, 100, 0, 100, 0, 0, 0, 100, 100, 100, 100, 50, 100, 0, 0, 0, 100, 100, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",100.0,100.0,25.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,0.0,1,[np.float64(0.0)],0.0,0.0,100.0,0.0,0.0,79.54066582385167,100.0,100.0,3.333333333333333,80.0,73.45132743362832,100.0,100.0,1,0.0,[0],100.0,100.0,100.0,100.0,100.0,100.0,100.0,57.142857142857146,100.0,0.0,0.0,100.0,0.0,100.0,100.0,,,,,,,,,,,,,,25.925925925925927,100.0,0.0,0.0,25.925925925925927,,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,78.125,32.0,25.0,2.0,2.0,15.0,12.0,3.0,2.0,2.0,1.0,2.0,0.0
TZA_000603,BUSUMBA,Mwanza Region,Ukerewe District,PRIMARY,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,12000,100,0,100,100,100,69.72222222222223,65.0,"[np.float64(70.0), np.float64(70.0), np.float64(70.0), np.float64(70.0), np.float64(70.0), np.float64(100.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0)]",70.0,60.0,,74.44444444444444,"[np.float64(69.44444444444444), np.float64(75.0), np.float64(80.55555555555556), np.float64(77.77777777777777), np.float64(69.44444444444444)]","[75, 75, 50, 100, 25, 100, 100, 100, 0, 50, 50, 50, 75, 50, 100, 100, 100, 100, 75, 75, 75, 75, 25, 100, 100, 100, 100, 75, 75, 100, 100, 50, 100, 100, 100, 0, 50, 75, 75, 75, 50, 100, 100, 100, 0]",65.0,70.0,70.0,85.0,40.0,100.0,100.0,100.0,40.0,50.0,"[100, 0, 0, 100]",100.0,100.0,0.0,0.0,100.0,66.66666666666667,100.0,,100.0,0.0,25.0,2,"[np.float64(25.0), np.float64(25.0)]",100.0,0.0,0.0,0.0,0.0,80.96028154851685,66.66666666666667,100.0,20.0,100.0,99.09502262443439,,100.0,2,0.0,"[0, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,18.51851851851852,100.0,0.0,0.0,18.51851851851852,,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
TZA_005812,MTEGU,Mtwara Region,Tandahimba District,PRIMARY,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,5000,100,0,100,100,100,95.0,90.0,"[np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0)]",90.0,,,100.0,"[np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,[],0.0,,,,,66.66666666666667,100.0,,100.0,0.0,,0,[],,,,,,63.844202898550726,66.66666666666667,50.0,11.25,100.0,91.30434782608697,,,0,,[],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,30.76923076923077,13.0,4.0,1.0,0.0,5.0,2.0,1.0,1.0,0.0,0.0,5.0,0.0
TZA_010208,KABANGA MISSION,Kigoma Region,Kasulu District,SECONDARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MISSION/FAITH-BASED,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,2398000,100,100,100,100,100,91.66666666666666,100.0,"[np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",100.0,100.0,,83.33333333333333,"[np.float64(83.33333333333333), np.float64(88.88888888888889), np.float64(83.33333333333333), np.float64(80.55555555555556), np.float64(80.55555555555556)]","[100, 100, 75, 100, 75, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 75, 100, 75, 100, 100, 100, 0, 75, 100, 75, 100, 75, 100, 100, 100, 0, 75, 100, 75, 100, 75, 100, 100, 100, 0]",90.0,100.0,80.0,100.0,80.0,100.0,100.0,100.0,0.0,0.0,[],0.0,,,,,100.0,100.0,100.0,100.0,100.0,,0,[],,,,,,64.65217391304348,100.0,92.0,18.913043478260867,20.0,57.00000000000001,,100.0,0,,[],16.666666666666668,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,59.25925925925926,100.0,0.0,0.0,59.25925925925926,,100.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,,55.55555555555556,45.0,25.0,10.0,4.0,25.0,15.0,3.0,2.0,5.0,4.0,0.0,0.0
