Q100,Q102,Q105,Q106,Q105_a,Q113,Q113_A,Q116,Q116_A,Q117,Q118,tHFA_A001,tHFA_A002,HIV,TB,Malaria,ANC,Immu,Quality_Score,HW_Competence_Score,HW_Check,ANC_score,ART_score,TB_score,Patient_Centeredness_Score,PC_Individuals,PC_attributes,PC_avg_Communication,PC_avg_Respect,PC_avg_Autonomy,PC_avg_Confidentiality,PC_avg_Social support,PC_avg_HW told,PC_avg_Danger signs,PC_avg_Rudeness,PC_avg_Challenges,iss_score,iss_check,fac_iss,fac_tech,fac_stats,fac_group_PS,fac_comms_data,HTM-ANC,hiv testing,ART access,iptp scores,TB screening,system_CHW_score,chw_count,chw_show,chw_iss,chw_contract,chw_contract_any,chw_paid,chw_tools,facility_composite,HTM_ANC,presence_score,caseload,ANC_dropout,DPT_score,TB_treatment_completion,ART_retention,CHW_count,CHW_paid_full,CHW_scores,CLM_score,comm_data_collectors,quarterly_feedback,comm_data_analysis,CLM_aware,CLM_promotion,client_feedback,guideline_score,guide_HIV_test,guide_ART,guide_TB,guide_malaria,guide_anc,guide_immu,guide_imci,flowmeter_avl,flowmeter_func,humidifier_avl,humidifier_func,oxy_available,oxy_deliverable,oxygen_avl,oxygen_avo,oxygen_delivery_avl,oxygen_delivery_func,oxygen_score,pulse_oximeter_avl,pulse_oximeter_func,test-capac,fac_has_lab,fac_test_no_lab,fac_no_test,score with lab,score without lab,Antibodies to HIV 1/2 (anti HIV Ab),Qualitative (EID) or quantitative (viral load) HIV nucleic acid test (NAT),CD4 cell enumeration,Antibodies to Treponema pallidum OR Combined antibodies to T. pallidum and HIV 1/2,Lipoarabinomannan (LAM) antigen,Mycobacterium tuberculosis bacteria,M. tuberculosis DNA,Drug susceptibility testing of M. tuberculosis culture,Plasmodium spp. antigens; species-specific (e.g. HRP2) and/or pan species-specific (e.g. pan-pLDH),Staining procedures,Culture OR Culture and Genus and species identification of bacteria and fungi,Antimicrobial susceptibility testing (AST),C-reactive protein (CRP),"Complete blood count (CBC), automated",Prothrombin time and international normalized ratio (PT/INR),Blood culture,Blood gas,Glucose,Liver profile/Liver Function test,Renal function test,SARS-CoV-2 test,Hepatitis B surface antigen (HBsAg),Influenza A and B antigen,Influenza A and B diagnostic,"Qualitative dengue virus nucleic acid test, Dengue virus IgM antibody or Dengue virus antigen (NS1)",Qualitative nucleic acid test (NAT) for Chlamydia trachomatis (CT) and Neisseria gonorrhoeae (NG) infections,Measles nucleic acid test or Measle serology,Vibrio cholerae antigen,vacancy_score,all_funded_posts,all_unfilled_posts,doctor_posts,doctor_vacancies,nurses_posts,nurses_vacancies,lab-tech_posts,lab-tech_vacancies,pharmacists_posts,pharmacists_vacancies,CHW_posts,CHW_vacancies
MDG_002900,CHU SMA,Analamanga,Ambohidratrimo,TERTIARY,NATIONAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,TERTIARY,100000,0,0,0,0,0,83.33333333,,[],,,,83.33333333,"[np.float64(88.88888888888889), np.float64(77.77777777777777), np.float64(77.77777777777777), np.float64(nan), np.float64(88.88888888888889)]","[100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 0, 100, 0, 100, 100, 100, 100, 100, 100, 0, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, 100, 100, 100, 100, 100, 100, 100, 100, 0]",100,100,100,100,100,100,50,100,0,0,[],0,,,,,,,,,,,0,[],,,,,,50.48076923,,100,0.961538462,,,,,0,,[],16.66666667,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,27.27272727,0,100,0,,27.27272727,100,0,0,0,0,,,,100,,,,,,,,,,,,0,100,0,0,,,,0,0,63,0,4,0,20,0,1,0,1,0,0,0
MDG_002917,CHU Analakininina,Atsinanana,Toamasina I,TERTIARY,NATIONAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,9,100,100,100,0,0,50.83333333,46.66666667,"[np.float64(50.0), np.float64(33.333333333333336), np.float64(0.0), np.float64(66.66666666666667), np.float64(66.66666666666667), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0)]",,43.33333333,50,55,"[np.float64(63.888888888888886), np.float64(66.66666666666667), np.float64(44.44444444444444), np.float64(55.55555555555556), np.float64(44.44444444444444)]","[100, 100, 75, 0, 0, 100, 100, 100, 0, 100, 100, 100, 0, 0, 100, 100, 100, 0, 100, 100, 0, 0, 0, 100, 0, 100, 0, 100, 100, 0, 0, 0, 100, 100, 100, 0, 100, 100, 0, 0, 0, 100, 0, 100, 0]",100,100,35,0,0,100,60,100,0,,[],,,,,,,,,,,,0,[],,,,,,20,,,,,,0,40,0,,[],100,100,100,100,100,100,100,80,100,100,100,100,,,0,100,100,0,0,100,100,0,100,100,100,50,100,100,33.33333333,100,0,0,33.33333333,,100,0,0,100,0,100,0,0,0,0,0,0,100,100,0,0,0,100,100,100,0,100,0,0,0,0,0,,12.76595745,282,36,59,0,65,0,5,0,0,0,0,0
MDG_002734,CHRR Amoron'i Mania,Amoron'i Mania,Ambositra,SECONDARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,980036,100,100,100,0,0,93.33333333,100,"[np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",,100,100,86.66666667,"[np.float64(83.33333333333333), np.float64(86.11111111111111), np.float64(86.11111111111111), np.float64(88.88888888888889), np.float64(88.88888888888889)]","[100, 100, 100, 75, 75, 100, 100, 100, 0, 100, 100, 100, 100, 75, 100, 100, 100, 0, 100, 100, 75, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0]",100,100,95,95,90,100,100,100,0,0,[],0,,,,,,,,,,,0,[],,,,,,50,,100,0,,,,50,0,,[],16.66666667,0,0,0,0,0,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,33.33333333,100,0,0,33.33333333,,100,0,0,0,0,100,0,0,100,0,0,0,100,100,0,0,0,100,100,0,100,100,0,0,0,0,0,,73.33333333,15,11,15,9,45,11,5,1,4,1,0,0
MDG_002899,CHU Anosiala,Analamanga,Ambohidratrimo,TERTIARY,NATIONAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,TERTIARY,470221,100,100,100,0,0,80,90,"[np.float64(50.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",,,90,70,"[np.float64(63.888888888888886), np.float64(47.22222222222222), np.float64(88.88888888888889), np.float64(61.111111111111114), np.float64(88.88888888888889)]","[100, 100, 75, 100, 0, 100, 0, 100, 0, 50, 50, 75, 100, 50, 0, 0, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 75, 100, 75, 100, 0, 100, 0, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0]",85,90,85,100,50,80,40,100,0,66.66666667,"[0, 100, 100, nan]",100,0,100,100,,,,,,,,0,[],,,,,,100,,,,,,100,,0,,[],16.66666667,0,0,0,0,0,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,62.96296296,100,0,0,62.96296296,,100,0,0,0,0,100,0,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,0,0,0,100,0,,0.497512438,201,1,32,0,44,0,4,1,1,0,0,0
MDG_002758,CHRD1 Anjozorobe,Analamanga,Anjozorobe,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,130400,100,100,100,100,0,73.05555556,76.66666667,"[np.float64(80.0), np.float64(80.0), np.float64(80.0), np.float64(80.0), np.float64(80.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",80,50,100,69.44444444,"[np.float64(63.888888888888886), np.float64(77.77777777777777), np.float64(77.77777777777777), np.float64(61.111111111111114), np.float64(66.66666666666667)]","[100, 100, 75, 100, 0, 100, 0, 100, 0, 100, 100, 50, 100, 50, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 0, 100, 0, 75, 100, 75, 100, 0, 100, 0, 100, 0, 100, 100, 100, 100, 0, 100, 0, 100, 0]",95,100,80,100,30,100,20,100,0,0,[],0,,,,,66.66666667,100,,100,0,,0,[],,,,,,65.69047619,66.66666667,87.5,14.28571429,60,,100,,0,,[],16.66666667,0,0,0,0,0,100,66.66666667,100,100,100,100,0,,0,100,0,0,0,100,0,0,100,100,100,50,100,100,14.81481481,100,0,0,14.81481481,,100,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,,0,12,0,2,0,5,0,1,0,1,0,0,0
MDG_002897,CHRR Fitovinany,Fitovinany,Manakara Atsimo,SECONDARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9,100,100,100,100,0,74.16666667,73.33333333,"[np.float64(70.0), np.float64(80.0), np.float64(66.66666666666667), np.float64(50.0), np.float64(100.0)]",75,58.33333333,100,75,"[np.float64(75.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]","[100, 100, 75, 50, 50, 100, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",100,100,75,50,50,100,100,100,0,0,"[0, 0, 0, nan]",100,0,0,0,,66.66666667,50,,100,50,,0,[],,,,,,57.55098039,66.66666667,70.58823529,0.5,50,,,100,0,,[],16.66666667,0,0,0,0,0,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,100,100,100,100,37.03703704,100,0,0,37.03703704,,100,0,0,100,0,100,0,0,100,100,0,0,100,100,0,0,0,100,100,100,0,0,0,0,0,0,0,,1.176470588,85,1,10,1,30,0,1,0,1,0,0,0
MDG_002756,CHRD1  Andramasina,Analamanga,Andramasina,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,TERTIARY,190000,100,100,100,0,0,50,50,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",,0,100,,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,,,,,,,,0,[],0,,,,,,,,,,,0,[],,,,,,62.38095238,,100,12.14285714,,,,75,0,,[],0,0,0,0,0,0,0,40,0,0,100,100,,,0,,,,,,,,,,,,,,7.407407407,100,0,0,7.407407407,,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,54.54545455,11,6,3,3,3,3,0,0,0,0,0,0
MDG_001695,CSB1 Andranovo,Sofia,Befandriana Avaratra,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,4474,100,0,100,100,100,70,70,"[np.float64(50.0), np.float64(90.0)]",70,,,,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,,,,,,,,100,"[100, 100, 100, 100]",100,100,100,100,100,50,50,,50,50,15,5,"[np.float64(25.0), np.float64(0.0), np.float64(25.0), np.float64(25.0), np.float64(0.0)]",60,0,0,0,0,56.70886076,50,50,50,50,83.5443038,,,5,0,"[0, 0, 0, 0, 0]",100,100,100,100,100,100,100,40,0,,,100,0,100,0,,,,,,,,,,,,,,0,0,0,100,,0,0,0,0,0,0,,,,0,,,,,,,,,,,,0,0,0,0,,,,0,40,5,2,0,0,2,0,0,0,0,0,2,0
MDG_002918,CHU Morafeno,Atsinanana,Toamasina I,TERTIARY,NATIONAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,9,0,0,100,0,0,52.22222222,,[],,,,52.22222222,"[np.float64(50.0), np.float64(55.55555555555556), np.float64(55.55555555555556), np.float64(44.44444444444444), np.float64(55.55555555555556)]","[100, 100, 50, 0, 0, 100, 0, 100, 0, 100, 100, 0, 0, 0, 100, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 100, 0, 100, 100, 100, 0, 0, 0, 0, 100, 0, 100, 100, 0, 0, 0, 100, 100, 100, 0]",100,100,30,0,0,80,60,100,0,0,"[nan, 0, 0, nan]",100,,0,0,,,,,,,,0,[],,,,,,50.31976744,,100,0.639534884,,,,,0,,[],100,100,100,100,100,100,100,100,,,,100,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,37.03703704,100,0,0,37.03703704,,0,0,0,0,0,0,0,0,100,0,100,100,100,100,100,100,0,100,100,100,0,0,0,0,0,0,0,,0,80,0,33,0,51,0,5,0,1,0,0,0
MDG_002843,CHRD1 Vohipeno,Fitovinany,Vohipeno,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,165223,100,100,100,0,0,76.04166667,66.66666667,"[np.float64(66.66666666666667), np.float64(50.0), np.float64(50.0), np.float64(100.0)]",,55.55555556,100,85.41666667,"[np.float64(83.33333333333333), np.float64(87.5), np.float64(nan), np.float64(nan), np.float64(nan)]","[100, 100, 100, 100, 50, 100, 100, 100, 0, 100, 100, 75, 75, 50, 100, 100, 100, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",100,100,87.5,87.5,50,100,100,100,0,0,"[0, 0, 0, nan]",100,0,0,0,,,,,,,,0,[],,,,,,50,,100,0,,,,50,0,,[],16.66666667,0,0,0,0,0,100,40,0,100,0,100,,,0,,,,,,,,,,,,,,7.407407407,100,0,0,7.407407407,,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50,6,3,2,0,2,0,1,0,1,0,0,0
MDG_003120,CSB1 Antanisoa,Bongolava,Tsiroanomandidy,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,7894,0,0,100,100,100,74.74702381,55,"[np.float64(60.0), np.float64(50.0), np.float64(50.0), np.float64(60.0)]",55,,,94.49404762,"[np.float64(92.85714285714286), np.float64(96.875), np.float64(93.75), np.float64(nan), np.float64(nan)]","[75, 100, 100, 100, 75, 100, nan, 100, nan, 100, 100, 100, 100, 75, 100, 100, 100, nan, 100, 100, 75, 100, 75, 100, 100, 100, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",91.66666667,100,91.66666667,100,75,100,100,100,,50,"[0, 0, 100, 100]",100,0,0,100,100,16.66666667,0,,50,0,50,2,"[np.float64(50.0), np.float64(50.0)]",100,0,0,0,100,46.31944444,16.66666667,100,11.66666667,,56.94444444,,,2,0,"[0, 0]",0,0,0,0,0,0,0,75,,,,100,0,100,100,,,,,,,,,,,,,,0,0,0,100,,0,0,0,0,0,0,,,,0,,,,,,,,,,,,0,0,0,0,,,,0,66.66666667,6,4,0,0,1,1,0,0,1,0,4,2
MDG_003746,FSP_Dr Odilon Ambalanirana,Bongolava,Tsiroanomandidy,PRIMARY,CLINIC/DISPENSARY,,PRIVATE-FOR-PROFIT,,RURAL,OUTPATIENT ONLY,PRIMARY,5000,0,0,0,0,0,72.22222222,,[],,,,72.22222222,"[np.float64(72.22222222222223), np.float64(66.66666666666667), np.float64(77.77777777777777), np.float64(nan), np.float64(nan)]","[100, 100, 75, 100, 75, 100, 0, 100, 0, 75, 100, 75, 100, 50, 0, 100, 100, 0, 50, 100, 75, 100, 75, 100, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",75,100,75,100,66.66666667,66.66666667,66.66666667,100,0,0,[],0,,,,,,,,,,,0,[],,,,,,50,,100,0,,,,,0,,[],0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,100,,0,0,0,0,0,0,,,,0,,,,,,,,,,,,0,0,0,0,,,,0,,1,1,1,0,0,0,0,0,0,0,0,0
MDG_002792,CHRD2 Vatomandry,Atsinanana,Vatomandry,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,9,100,100,100,0,0,44.44444444,35,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(100.0), np.float64(100.0), np.float64(50.0), np.float64(50.0), np.float64(50.0)]",,0,70,53.88888889,"[np.float64(52.77777777777778), np.float64(52.77777777777778), np.float64(55.55555555555556), np.float64(52.77777777777778), np.float64(55.55555555555556)]","[100, 100, 75, 0, 0, 100, 0, 100, 0, 100, 100, 75, 0, 0, 100, 0, 100, 0, 100, 100, 0, 0, 0, 100, 100, 100, 0, 100, 100, 75, 0, 0, 100, 0, 100, 0, 100, 100, 100, 0, 0, 100, 0, 100, 0]",100,100,65,0,0,100,20,100,0,0,[],0,,,,,,,,,,,0,[],,,,,,50.68148148,,69.44444444,2.6,,,,80,0,,[],100,100,100,100,100,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,0,100,0,0,50,100,100,33.33333333,100,0,0,33.33333333,,100,0,0,100,0,100,0,0,100,0,0,0,100,100,0,0,0,100,0,100,0,100,0,0,0,0,0,,13.88888889,36,5,10,0,14,0,3,1,0,0,0,0
MDG_002830,CHRD1 Befandriana Avaratra,Sofia,Befandriana Avaratra,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,301681,100,100,100,100,0,90,90,"[np.float64(70.0), np.float64(70.0), np.float64(70.0), np.float64(70.0), np.float64(70.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",70,100,100,,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,,,,,,,,66.66666667,"[0, 100, 100, nan]",100,0,100,100,,66.66666667,100,,100,0,,0,[],,,,,,71.88888889,66.66666667,90,2.777777778,100,,100,,0,,[],100,100,100,100,100,100,100,66.66666667,100,100,0,100,0,,100,0,0,0,0,100,100,0,100,0,0,50,100,100,11.11111111,100,0,0,11.11111111,,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,,0,16,0,4,0,8,0,1,0,1,0,12,0
MDG_002753,CHRD2 Fandriana,Amoron'i Mania,Fandriana,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,248535,100,100,100,0,0,74.25925926,74.07407407,"[np.float64(50.0), np.float64(50.0), np.float64(0.0), np.float64(66.66666666666667), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",,41.66666667,100,74.44444444,"[np.float64(83.33333333333333), np.float64(66.66666666666667), np.float64(77.77777777777777), np.float64(75.0), np.float64(69.44444444444444)]","[100, 100, 100, 100, 50, 100, 100, 100, 0, 100, 75, 100, 75, 50, 100, 0, 100, 0, 100, 100, 75, 75, 50, 100, 100, 100, 0, 75, 100, 50, 75, nan, 100, 100, 100, 0, 75, 75, 50, 75, 50, 100, 100, 100, 0]",90,90,75,80,50,100,80,100,0,75,"[0, 100, 100, 100]",100,0,100,100,100,,,,,,20,5,"[np.float64(25.0), np.float64(0.0), np.float64(25.0), np.float64(25.0), np.float64(25.0)]",80,0,80,0,0,43.05555556,,72.22222222,0,,,0,100,5,0,"[0, 0, 0, 0, 0]",16.66666667,0,0,0,0,0,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,100,,0,0,0,0,0,0,,,,0,,,,,,,,,,,,0,0,0,0,,,,0,33.33333333,18,6,4,3,11,0,1,0,2,1,999,999
MDG_002777,CHRD2 Ampanihy Andrefana,Atsimo Andrefana,Ampanihy Ouest,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,9,100,100,100,100,0,76.30681818,96.36363636,"[np.float64(90.0), np.float64(80.0), np.float64(100.0), np.float64(90.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",90,100,100,56.25,"[np.float64(68.75), np.float64(43.75), np.float64(nan), np.float64(nan), np.float64(nan)]","[75, 100, 50, nan, 25, 100, 100, 100, 0, 75, 100, 25, nan, 50, 0, 100, 0, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",75,100,37.5,,37.5,50,100,50,0,0,[],0,,,,,83.33333333,50,100,75,100,,0,[],,,,,,74.28571429,83.33333333,85.71428571,10,100,,66.66666667,100,0,,[],16.66666667,0,0,0,0,0,100,100,100,100,100,100,100,,100,100,100,100,0,100,0,0,100,0,100,50,100,100,48.14814815,100,0,0,48.14814815,,0,0,100,0,0,100,0,0,100,100,0,100,100,100,100,0,100,100,100,100,0,0,0,0,0,100,0,,0,30,0,3,0,19,0,2,0,2,0,0,0
MDG_002751,CHRD2 Moramanga,Alaotra Mangoro,Moramanga,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,282348,100,100,100,0,0,71.38888889,56.66666667,"[np.float64(0.0), np.float64(33.333333333333336), np.float64(33.333333333333336), np.float64(0.0), np.float64(50.0), np.float64(100.0), np.float64(50.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",,23.33333333,90,86.11111111,"[np.float64(86.11111111111111), np.float64(66.66666666666667), np.float64(94.44444444444444), np.float64(94.44444444444444), np.float64(88.88888888888889)]","[100, 100, 100, 100, 75, 100, 100, 0, 100, 100, 100, 75, 100, 25, 0, 100, 100, 0, 75, 100, 100, 100, 75, 100, 100, 100, 100, 100, 100, 75, 100, 75, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0]",95,100,90,100,70,80,100,80,60,0,[],0,,,,,,,,,,,0,[],,,,,,49.67261905,,93.33333333,5.357142857,,,100,0,0,,[],100,100,100,100,100,100,100,80,100,100,100,0,,,100,100,100,100,100,100,0,100,100,100,100,100,100,100,22.22222222,100,0,0,22.22222222,,100,0,0,0,0,0,100,0,100,0,0,0,100,0,0,0,0,100,0,0,0,100,0,0,0,0,0,,,0,0,15,0,27,0,5,0,3,0,0,0
MDG_001792,CSB2 Tsivangiana,Atsinanana,Vatomandry,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,13626,0,0,100,100,100,48.43055556,42,"[np.float64(50.0), np.float64(40.0), np.float64(40.0), np.float64(40.0), np.float64(40.0)]",42,,,54.86111111,"[np.float64(52.77777777777778), np.float64(55.55555555555556), np.float64(55.55555555555556), np.float64(55.55555555555556), np.float64(nan)]","[100, 100, 75, 0, 0, 100, 0, 100, 0, 100, 100, 0, 0, 0, 100, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan]",100,100,18.75,0,0,100,75,100,0,75,"[0, 100, 100, 100]",100,0,100,100,100,0,0,,0,0,0,5,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0,0,0,56.61111111,0,66.66666667,27.5,100,88.88888889,,,5,0,"[0, 0, 0, 0, 0]",100,100,100,100,100,100,100,100,,,,100,100,100,100,,,,,,,,,,,,,,0,0,0,100,,0,0,0,0,0,0,,,,0,,,,,,,,,,,,0,0,0,0,,,,0,0,1,0,1,0,1,0,0,0,1,0,18,0
MDG_002898,CHRR Mananjary,Vatovavy,Mananjary,SECONDARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,851251,100,100,100,100,0,52.5,30,"[np.float64(60.0), np.float64(50.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(50.0), np.float64(50.0)]",60,50,20,75,"[np.float64(75.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]","[75, 75, 50, nan, 100, 100, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",75,75,50,,100,100,100,100,0,0,[],0,,,,,33.33333333,100,,0,0,,0,[],,,,,,28.16666667,33.33333333,100,7.5,0,,0,,0,,[],0,0,0,0,0,0,0,100,100,100,100,100,100,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,33.33333333,100,0,0,33.33333333,,100,0,0,100,0,100,0,0,100,100,0,0,100,0,0,0,0,100,0,0,100,100,0,0,0,0,0,,0,30,0,7,0,15,0,2,0,2,0,0,0
