SubmissionDate,SubmissionDate
tHFA_E007_D_3,tHFA_E007_D Nutrition
tHFA_E007_E_3,"tHFA_E007_E Maternal, newborn, or child health"
tHFA_E008_3,tHFA_E008 Did you receive a supervision visit last March 2024?
tHFA_E009_A_3,tHFA_E009_A HIV
tHFA_E009_B_3,tHFA_E009_B Tuberculosis/TB
tHFA_E009_C_3,tHFA_E009_C Malaria
tHFA_E009_D_3,tHFA_E009_D Nutrition
tHFA_E009_E_3,"tHFA_E009_E Maternal, newborn, or child health"
tHFA_E010_3,tHFA_E010 I would now like to ask you about your Health Surveillance Assistant contract. A contract is a written agreement about your work as a community health worker that has been signed by you and your employer. Do you have a contract?
tHFA_E011_3,tHFA_E011 A description of your work responsibilities?
tHFA_E012_3,"tHFA_E012 The expected number of hours that you must work each day, week, or month?"
tHFA_E013_3,tHFA_E013 A level of financial remuneration that is at least the national minimum wage?
tHFA_E014_3,"tHFA_E014 A description of how often you will be paid (for example, monthly)?"
tHFA_E015_3,"tHFA_E015 Rest days, or days that you do not need to work (for example, weekends)?"
tHFA_E016_3,"tHFA_E016 Annual leave or vacation days (for example, two weeks per year)? "
tHFA_E017_3,tHFA_E017 Paid sick leave?
tHFA_E018_3,tHFA_E018 Holidays?
tHFA_E019_3,tHFA_E019 Health insurance?
tHFA_E020_3,tHFA_E020 Do you receive payment for your work as a Health Surveillance Assistant (HSA)?
tHFA_E021_3,"tHFA_E021 For all 3 of the months, were you paid the amount stated in your contract?"
tHFA_E022_3,"tHFA_E022 For all 3 of the months, were you paid according to the frequency stated in your contract (for example, each month)?"
tHFA_E023_3,"tHFA_E023 For all 3 of the months, were you paid on time?"
tHFA_E032_A_3,tHFA_E032_A Amount 
tHFA_E032_B_3,tHFA_E032_B Currency
tHFA_E032_C_3,tHFA_E032_C Time period HEALTH SURVEILLANCE ASSISTANT (HSA) receives payment.
tHFA_E032_D_3,tHFA_E032_D Please specify Other
tHFA_E024_3,"tHFA_E024 What is the most important commodity that you need for your work as a Health Surveillance Assistant ? A commodity is an item that gets used up (for example, medicines, diagnostic tests, or condoms). "
tHFA_E025_3,"tHFA_E025 Regarding the commodity that you just mentioned, did you always have the item in-stock during the months January 2024, February 2024, and March 2024?"
tHFA_E026_3,"tHFA_E026 What is the most important piece of equipment that you need for your work as a Health Surveillance Assistant (HSA)? Examples of equipment are a backpack or box to carry things, a thermometer, or a scale to weigh children. "
tHFA_E027_3,"tHFA_E027 Regarding the item that you just mentioned, did you have the item and was it always functioning properly during the months January 2024, February 2024, and March 2024?"
tHFA_E028_3,"tHFA_E028 What is the most important job aid or form that you need for your work as a Health Surveillance Assistant (HSA)? Examples of job aids or forms are a patient register, a monthly reporting form, a counseling flip chart, or a guideline that explains how to do your job. "
tHFA_E028_A_3,tHFA_E028_A Please specify Other
tHFA_E029_3,"tHFA_E029 Regarding the item that you just mentioned, did you have the item during the months January 2024, February 2024, and March 2024?"
tHFA_E030_3,tHFA_E030 SELECT THE RESPONSE THAT DESCRIBES WHO ANSWERED THE ABOVE HEALTH SURVEILLANCE ASSISTANT (HSA) QUESTIONS.
CHW_begin_4,"ENUMERATOR, DO YOU HAVE HEALTH SURVEILLANCE ASSISTANT (HSA)/CSO STAFF PERSON/FACILITY INCHARGE WITH YOU FOR THE INTERVIEWS?"
E001_4,"E001 Hello, my name is ${FI_2}, and I am surveyor. Are you a Health Surveillance Assistant that works in communities around this health facility?"
CHW_CONSENT_4,"CONSENT 
The [survey manager and survey implementer] in close collaboration with the [other relevant entities] are working to collect information from community health workers about health services. The survey is part of the [government’s] ongoing efforts to understand the quality of health services. I would now like to ask you questions about your work. This may take from 10 to 15 minutes. I will not record your name, and your responses will be kept confidential. Your participation in this survey is voluntary. You may choose not to participate at all or to stop at any time before the end of the survey. You may also choose not to answer any question that you are not comfortable with. In case you have any question(s) about this survey at any time, please feel free to contact any of the following people:

[LIST NAMES AND PHONE NUMBERS OF SURVEY MANAGEMENT PERSONS WHO CAN BE CONTACTED]

Do I have your agreement to proceed?"
CHW_CONSENT_1_4,Signature of surveyor indicating informed consent was read and agreed by the HEALTH SURVEILLANCE ASSISTANT (HSA) or other Respondent (if HSAs are not available)
CHW_CONSENT_2_4,Signature of HEALTH SURVEILLANCE ASSISTANT (HSA) or other Respondent (if HSAs are not available) authorizing data collection.
tHFA_E002_4,tHFA_E002 Consent given by the HEALTH SURVEILLANCE ASSISTANT (HSA) or other Respondent?
tHFA_E003_A_4,tHFA_E003_A HIV
tHFA_E003_B_4,tHFA_E003_B Tuberculosis/TB
tHFA_E003_C_4,tHFA_E003_C Malaria
tHFA_E003_D_4,tHFA_E003_D Nutrition
tHFA_E003_E_4,"tHFA_E003_E Maternal, newborn, or child health"
tHFA_E004_4,tHFA_E004 Did you receive a supervision visit last January 2024?
tHFA_E005_A_4,tHFA_E005_A HIV
tHFA_E005_B_4,tHFA_E005_B Tuberculosis/TB
tHFA_E005_C_4,tHFA_E005_C Malaria
tHFA_E005_D_4,tHFA_E005_D Nutrition
tHFA_E005_E_4,"tHFA_E005_E Maternal, newborn, or child health"
tHFA_E006_4,tHFA_E006 Did you receive a supervision visit last February 2024?
tHFA_E007_A_4,tHFA_E007_A HIV
tHFA_E007_B_4,tHFA_E007_B Tuberculosis/TB
tHFA_E007_C_4,tHFA_E007_C Malaria
tHFA_E007_D_4,tHFA_E007_D Nutrition
tHFA_E007_E_4,"tHFA_E007_E Maternal, newborn, or child health"
tHFA_E008_4,tHFA_E008 Did you receive a supervision visit last March 2024?
tHFA_E009_A_4,tHFA_E009_A HIV
tHFA_E009_B_4,tHFA_E009_B Tuberculosis/TB
tHFA_E009_C_4,tHFA_E009_C Malaria
tHFA_E009_D_4,tHFA_E009_D Nutrition
tHFA_E009_E_4,"tHFA_E009_E Maternal, newborn, or child health"
tHFA_E010_4,tHFA_E010 I would now like to ask you about your Health Surveillance Assistant contract. A contract is a written agreement about your work as a community health worker that has been signed by you and your employer. Do you have a contract?
tHFA_E011_4,tHFA_E011 A description of your work responsibilities?
tHFA_E012_4,"tHFA_E012 The expected number of hours that you must work each day, week, or month?"
tHFA_E013_4,tHFA_E013 A level of financial remuneration that is at least the national minimum wage?
tHFA_E014_4,"tHFA_E014 A description of how often you will be paid (for example, monthly)?"
tHFA_E015_4,"tHFA_E015 Rest days, or days that you do not need to work (for example, weekends)?"
tHFA_E016_4,"tHFA_E016 Annual leave or vacation days (for example, two weeks per year)? "
tHFA_E017_4,tHFA_E017 Paid sick leave?
tHFA_E018_4,tHFA_E018 Holidays?
tHFA_E019_4,tHFA_E019 Health insurance?
tHFA_E020_4,tHFA_E020 Do you receive payment for your work as a Health Surveillance Assistant (HSA)?
tHFA_E021_4,"tHFA_E021 For all 3 of the months, were you paid the amount stated in your contract?"
tHFA_E022_4,"tHFA_E022 For all 3 of the months, were you paid according to the frequency stated in your contract (for example, each month)?"
tHFA_E023_4,"tHFA_E023 For all 3 of the months, were you paid on time?"
tHFA_E032_A_4,tHFA_E032_A Amount 
tHFA_E032_B_4,tHFA_E032_B Currency
tHFA_E032_C_4,tHFA_E032_C Time period HEALTH SURVEILLANCE ASSISTANT (HSA) receives payment.
tHFA_E032_D_4,tHFA_E032_D Please specify Other
tHFA_E024_4,"tHFA_E024 What is the most important commodity that you need for your work as a Health Surveillance Assistant ? A commodity is an item that gets used up (for example, medicines, diagnostic tests, or condoms). "
tHFA_E025_4,"tHFA_E025 Regarding the commodity that you just mentioned, did you always have the item in-stock during the months January 2024, February 2024, and March 2024?"
tHFA_E026_4,"tHFA_E026 What is the most important piece of equipment that you need for your work as a Health Surveillance Assistant (HSA)? Examples of equipment are a backpack or box to carry things, a thermometer, or a scale to weigh children. "
tHFA_E027_4,"tHFA_E027 Regarding the item that you just mentioned, did you have the item and was it always functioning properly during the months January 2024, February 2024, and March 2024?"
tHFA_E028_4,"tHFA_E028 What is the most important job aid or form that you need for your work as a Health Surveillance Assistant (HSA)? Examples of job aids or forms are a patient register, a monthly reporting form, a counseling flip chart, or a guideline that explains how to do your job. "
tHFA_E028_A_4,tHFA_E028_A Please specify Other
tHFA_E029_4,"tHFA_E029 Regarding the item that you just mentioned, did you have the item during the months January 2024, February 2024, and March 2024?"
tHFA_E030_4,tHFA_E030 SELECT THE RESPONSE THAT DESCRIBES WHO ANSWERED THE ABOVE HEALTH SURVEILLANCE ASSISTANT (HSA) QUESTIONS.
CHW_begin_5,"ENUMERATOR, DO YOU HAVE HEALTH SURVEILLANCE ASSISTANT (HSA)/CSO STAFF PERSON/FACILITY INCHARGE WITH YOU FOR THE INTERVIEWS?"
E001_5,"E001 Hello, my name is ${FI_2}, and I am surveyor. Are you a Health Surveillance Assistant that works in communities around this health facility?"
CHW_CONSENT_5,"CONSENT 
The [survey manager and survey implementer] in close collaboration with the [other relevant entities] are working to collect information from community health workers about health services. The survey is part of the [government’s] ongoing efforts to understand the quality of health services. I would now like to ask you questions about your work. This may take from 10 to 15 minutes. I will not record your name, and your responses will be kept confidential. Your participation in this survey is voluntary. You may choose not to participate at all or to stop at any time before the end of the survey. You may also choose not to answer any question that you are not comfortable with. In case you have any question(s) about this survey at any time, please feel free to contact any of the following people:

[LIST NAMES AND PHONE NUMBERS OF SURVEY MANAGEMENT PERSONS WHO CAN BE CONTACTED]

Do I have your agreement to proceed?"
CHW_CONSENT_1_5,Signature of surveyor indicating informed consent was read and agreed by the HEALTH SURVEILLANCE ASSISTANT (HSA) or other Respondent (if HSAs are not available)
CHW_CONSENT_2_5,Signature of HEALTH SURVEILLANCE ASSISTANT (HSA) or other Respondent (if HSAs are not available) authorizing data collection.
tHFA_E002_5,tHFA_E002 Consent given by the HEALTH SURVEILLANCE ASSISTANT (HSA) or other Respondent?
tHFA_E003_A_5,tHFA_E003_A HIV
tHFA_E003_B_5,tHFA_E003_B Tuberculosis/TB
tHFA_E003_C_5,tHFA_E003_C Malaria
tHFA_E003_D_5,tHFA_E003_D Nutrition
tHFA_E003_E_5,"tHFA_E003_E Maternal, newborn, or child health"
tHFA_E004_5,tHFA_E004 Did you receive a supervision visit last January 2024?
tHFA_E005_A_5,tHFA_E005_A HIV
tHFA_E005_B_5,tHFA_E005_B Tuberculosis/TB
tHFA_E005_C_5,tHFA_E005_C Malaria
tHFA_E005_D_5,tHFA_E005_D Nutrition
tHFA_E005_E_5,"tHFA_E005_E Maternal, newborn, or child health"
tHFA_E006_5,tHFA_E006 Did you receive a supervision visit last February 2024?
tHFA_E007_A_5,tHFA_E007_A HIV
tHFA_E007_B_5,tHFA_E007_B Tuberculosis/TB
tHFA_E007_C_5,tHFA_E007_C Malaria
tHFA_E007_D_5,tHFA_E007_D Nutrition
tHFA_E007_E_5,"tHFA_E007_E Maternal, newborn, or child health"
tHFA_E008_5,tHFA_E008 Did you receive a supervision visit last March 2024?
tHFA_E009_A_5,tHFA_E009_A HIV
tHFA_E009_B_5,tHFA_E009_B Tuberculosis/TB
tHFA_E009_C_5,tHFA_E009_C Malaria
tHFA_E009_D_5,tHFA_E009_D Nutrition
tHFA_E009_E_5,"tHFA_E009_E Maternal, newborn, or child health"
tHFA_E010_5,tHFA_E010 I would now like to ask you about your Health Surveillance Assistant contract. A contract is a written agreement about your work as a community health worker that has been signed by you and your employer. Do you have a contract?
tHFA_E011_5,tHFA_E011 A description of your work responsibilities?
tHFA_E012_5,"tHFA_E012 The expected number of hours that you must work each day, week, or month?"
tHFA_E013_5,tHFA_E013 A level of financial remuneration that is at least the national minimum wage?
tHFA_E014_5,"tHFA_E014 A description of how often you will be paid (for example, monthly)?"
tHFA_E015_5,"tHFA_E015 Rest days, or days that you do not need to work (for example, weekends)?"
tHFA_E016_5,"tHFA_E016 Annual leave or vacation days (for example, two weeks per year)? "
tHFA_E017_5,tHFA_E017 Paid sick leave?
tHFA_E018_5,tHFA_E018 Holidays?
tHFA_E019_5,tHFA_E019 Health insurance?
tHFA_E020_5,tHFA_E020 Do you receive payment for your work as a Health Surveillance Assistant (HSA)?
tHFA_E021_5,"tHFA_E021 For all 3 of the months, were you paid the amount stated in your contract?"
tHFA_E022_5,"tHFA_E022 For all 3 of the months, were you paid according to the frequency stated in your contract (for example, each month)?"
tHFA_E023_5,"tHFA_E023 For all 3 of the months, were you paid on time?"
tHFA_E032_A_5,tHFA_E032_A Amount 
tHFA_E032_B_5,tHFA_E032_B Currency
tHFA_E032_C_5,tHFA_E032_C Time period HEALTH SURVEILLANCE ASSISTANT (HSA) receives payment.
tHFA_E032_D_5,tHFA_E032_D Please specify Other
tHFA_E024_5,"tHFA_E024 What is the most important commodity that you need for your work as a Health Surveillance Assistant ? A commodity is an item that gets used up (for example, medicines, diagnostic tests, or condoms). "
tHFA_E025_5,"tHFA_E025 Regarding the commodity that you just mentioned, did you always have the item in-stock during the months January 2024, February 2024, and March 2024?"
tHFA_E026_5,"tHFA_E026 What is the most important piece of equipment that you need for your work as a Health Surveillance Assistant (HSA)? Examples of equipment are a backpack or box to carry things, a thermometer, or a scale to weigh children. "
tHFA_E027_5,"tHFA_E027 Regarding the item that you just mentioned, did you have the item and was it always functioning properly during the months January 2024, February 2024, and March 2024?"
tHFA_E028_5,"tHFA_E028 What is the most important job aid or form that you need for your work as a Health Surveillance Assistant (HSA)? Examples of job aids or forms are a patient register, a monthly reporting form, a counseling flip chart, or a guideline that explains how to do your job. "
tHFA_E028_A_5,tHFA_E028_A Please specify Other
tHFA_E029_5,"tHFA_E029 Regarding the item that you just mentioned, did you have the item during the months January 2024, February 2024, and March 2024?"
tHFA_E030_5,tHFA_E030 SELECT THE RESPONSE THAT DESCRIBES WHO ANSWERED THE ABOVE HEALTH SURVEILLANCE ASSISTANT (HSA) QUESTIONS.
Q13000,Q13000 Are antenatal care services offered in this facility?
Q13001_01,Q13001_01 NUMBER OF DIFFERENT MONTHS FROM WHICH THE SAMPLE WAS SELECTED
Q13001_02,Q13001_02 NUMBER OF ELIGIBLE CLIENTS IDENTIFIED
Q13001_02A,Q13001_02A NUMBER OF ELIGIBLE CLIENTS SAMPLED
Q13001_03,Q13001_03 NUMBER OF ORIGINALLY SELECTED SAMPLE CLIENTS REPLACED DUE TO MISSING INDIVIDUAL CLIENT RECORDS
Q13001_04,"Q13001_04 SOURCE DATA FOR SAMPLE SELECTION: IF MORE THAN ONE SOURCE IS USED TO IDENTIFY THE SAMPLE, CIRCLE (ENTER RESPONSES FOR) ALL THAT APPLY"
Q13001_04_ANTENATAL_CARE_REGISTER,Q13001_04_ANTENATAL_CARE_REGISTER
Q13001_04_INDIVIDUAL_CLIENT_ANC_MNCH_PMTCT_CARDS_CHARTS_RECORDS,Q13001_04_INDIVIDUAL_CLIENT_ANC_MNCH_PMTCT_CARDS_CHARTS_RECORDS
Q13001_04_PMTCT_REGISTER,Q13001_04_PMTCT_REGISTER
Q13001_04_OUTPATIENT_DEPARTMENT_OPD_REGISTER,Q13001_04_OUTPATIENT_DEPARTMENT_OPD_REGISTER
Q13001_04_LABORATORY_REGISTER,Q13001_04_LABORATORY_REGISTER
Q13001_04_PHARMACY_REGISTER,Q13001_04_PHARMACY_REGISTER
Q13001_04_LABOUR_AND_DELIVERY_REGISTER,Q13001_04_LABOUR_AND_DELIVERY_REGISTER
Q13001_04_ITN_REGISTER,Q13001_04_ITN_REGISTER
Q13001_04_OTHER_SPECIFY_,Q13001_04_OTHER_SPECIFY_
Q13001_04A,Q13001_04A PLEASE SPECIFY OTHER
RECORD_REVIEW_ANC_count,RECORD_REVIEW_ANC_count
RR_ANC_Begin_1,"ENUMERATOR, DO YOU HAVE ANC CLIENT RECORDS WITH YOU FOR THE RECORD REVIEW?"
Q13000_Client_ID_1,Client ID from the record register.
Q13000_Client_Name_1,Client Name from the record register.
Q13007_3_1,Q13007_3 Is there documentation at any visit that the client received 1 dose of IPT?
Q13009_1_1,"HIV SERVICES
Are any of the below recorded for any visit?"
tHFA_F003_1,tHFA_F003 Is there documentation at any visit that the client received an HIV test during ANC?
tHFA_F001_1,tHFA_F001 Is there documentation that the client is HIV positive (diagnosed either during or prior to her pregnancy)?
tHFA_F004_1,"tHFA_F004 For HIV-positive women, is there documentation that the woman is on ART during pregnancy or breastfeeding?"
TBSF002_A_1,TBSF002_A Is cough recorded as either present or absent?
TBSF002_B_1,TBSF002_B Is fever recorded as either present or absent?
TBSF002_C_1,TBSF002_C Are night sweats recorded as either present or absent?
TBSF002_D_1,TBSF002_D Is weight loss recorded as either present or absent?
Q13004_1_1,GENERAL ANC SERVICES. PLEASE ANSWER THE FOLLOWING QUESTIONS FOR THE MOST RECENT ANC VISIT
Q13004_7_1,Q13004_7 Which ANC visit (number) does the most recent visit represent?
Q13004_8_1,Q13004_8 Is the client’s blood pressure documented for the most recent visit?
Q13004_10_1,Q13004_10 Is it documented that the client was provided or prescribed iron and folic acid during the most recent visit?
Q13004_11_1,Q13004_11 Is there documentation that the client received counseling on pregnancy danger signs at the most recent visit?
Q13005_1_1,Q13005_1 Is a syphilis blood test result documented at any ANC visit?
Q13005_2_1,"Q13005_2 Is there documentation that the client received any medicine for the treatment of intestinal worms (e.g., albendazole, mebendazole)?"
Q13005_5_1,Q13005_5 Is any hemoglobin or hematocrit result documented for any ANC visit during this pregnancy?
RR_ANC_Begin_2,"ENUMERATOR, DO YOU HAVE ANC CLIENT RECORDS WITH YOU FOR THE RECORD REVIEW?"
Q13000_Client_ID_2,Client ID from the record register.
Q13000_Client_Name_2,Client Name from the record register.
Q13007_3_2,Q13007_3 Is there documentation at any visit that the client received 1 dose of IPT?
Q13009_1_2,Q13009_1 Was the client on tra prior to attending ANC?
tHFA_F003_2,tHFA_F003 Is there documentation at any visit that the client received an HIV test during ANC?
tHFA_F001_2,tHFA_F001 Is there documentation that the client is HIV positive (diagnosed either during or prior to her pregnancy)?
tHFA_F004_2,"tHFA_F004 For HIV-positive women, is there documentation that the woman is on ART during pregnancy or breastfeeding?"
TBSF002_A_2,TBSF002_A Is cough recorded as either present or absent?
TBSF002_B_2,TBSF002_B Is fever recorded as either present or absent?
TBSF002_C_2,TBSF002_C Are night sweats recorded as either present or absent?
TBSF002_D_2,TBSF002_D Is weight loss recorded as either present or absent?
Q13004_1_2,Q13004_1 What was the recorded gestational age (in weeks) at the most recent ANC visit?
Q13004_7_2,Q13004_7 Which ANC visit (number) does the most recent visit represent?
Q13004_8_2,Q13004_8 Is the client’s blood pressure documented for the most recent visit?
Q13004_10_2,Q13004_10 Is it documented that the client was provided or prescribed iron and folic acid during the most recent visit?
Q13004_11_2,Q13004_11 Is there documentation that the client received counseling on pregnancy danger signs at the most recent visit?
Q13005_1_2,Q13005_1 Is a syphilis blood test result documented at any ANC visit?
Q13005_2_2,"Q13005_2 Is there documentation that the client received any medicine for the treatment of intestinal worms (e.g., albendazole, mebendazole)?"
Q13005_5_2,Q13005_5 Is any hemoglobin or hematocrit result documented for any ANC visit during this pregnancy?
RR_ANC_Begin_3,"ENUMERATOR, DO YOU HAVE ANC CLIENT RECORDS WITH YOU FOR THE RECORD REVIEW?"
Q13000_Client_ID_3,Client ID from the record register.
Q13000_Client_Name_3,Client Name from the record register.
Q13007_3_3,IPT SERVICES FOR MALARIA DOCUMENTED AT ANY VISIT
Q13009_1_3,Q13009_1 Was the client on tra prior to attending ANC?
tHFA_F003_3,tHFA_F003 Is there documentation at any visit that the client received an HIV test during ANC?
tHFA_F001_3,tHFA_F001 Is there documentation that the client is HIV positive (diagnosed either during or prior to her pregnancy)?
tHFA_F004_3,"tHFA_F004 For HIV-positive women, is there documentation that the woman is on ART during pregnancy or breastfeeding?"
TBSF002_A_3,TBSF002_A Is cough recorded as either present or absent?
TBSF002_B_3,TBSF002_B Is fever recorded as either present or absent?
TBSF002_C_3,TBSF002_C Are night sweats recorded as either present or absent?
TBSF002_D_3,TBSF002_D Is weight loss recorded as either present or absent?
Q13004_1_3,Q13004_1 What was the recorded gestational age (in weeks) at the most recent ANC visit?
Q13004_7_3,Q13004_7 Which ANC visit (number) does the most recent visit represent?
Q13004_8_3,Q13004_8 Is the client’s blood pressure documented for the most recent visit?
Q13004_10_3,Q13004_10 Is it documented that the client was provided or prescribed iron and folic acid during the most recent visit?
Q13004_11_3,Q13004_11 Is there documentation that the client received counseling on pregnancy danger signs at the most recent visit?
Q13005_1_3,Q13005_1 Is a syphilis blood test result documented at any ANC visit?
Q13005_2_3,"Q13005_2 Is there documentation that the client received any medicine for the treatment of intestinal worms (e.g., albendazole, mebendazole)?"
Q13005_5_3,Q13005_5 Is any hemoglobin or hematocrit result documented for any ANC visit during this pregnancy?
RR_ANC_Begin_4,"ENUMERATOR, DO YOU HAVE ANC CLIENT RECORDS WITH YOU FOR THE RECORD REVIEW?"
Q13000_Client_ID_4,Client ID from the record register.
Q13000_Client_Name_4,Client Name from the record register.
Q13007_3_4,Q13007_3 Is there documentation at any visit that the client received 1 dose of IPT?
Q13009_1_4,Q13009_1 Was the client on tra prior to attending ANC?
tHFA_F003_4,tHFA_F003 Is there documentation at any visit that the client received an HIV test during ANC?
tHFA_F001_4,tHFA_F001 Is there documentation that the client is HIV positive (diagnosed either during or prior to her pregnancy)?
tHFA_F004_4,"tHFA_F004 For HIV-positive women, is there documentation that the woman is on ART during pregnancy or breastfeeding?"
TBSF002_A_4,TBSF002_A Is cough recorded as either present or absent?
TBSF002_B_4,TBSF002_B Is fever recorded as either present or absent?
TBSF002_C_4,TBSF002_C Are night sweats recorded as either present or absent?
TBSF002_D_4,TBSF002_D Is weight loss recorded as either present or absent?
Q13004_1_4,Q13004_1 What was the recorded gestational age (in weeks) at the most recent ANC visit?
Q13004_7_4,Q13004_7 Which ANC visit (number) does the most recent visit represent?
Q13004_8_4,Q13004_8 Is the client’s blood pressure documented for the most recent visit?
Q13004_10_4,Q13004_10 Is it documented that the client was provided or prescribed iron and folic acid during the most recent visit?
Q13004_11_4,Q13004_11 Is there documentation that the client received counseling on pregnancy danger signs at the most recent visit?
Q13005_1_4,Q13005_1 Is a syphilis blood test result documented at any ANC visit?
Q13005_2_4,"Q13005_2 Is there documentation that the client received any medicine for the treatment of intestinal worms (e.g., albendazole, mebendazole)?"
Q13005_5_4,Q13005_5 Is any hemoglobin or hematocrit result documented for any ANC visit during this pregnancy?
RR_ANC_Begin_5,"ENUMERATOR, DO YOU HAVE ANC CLIENT RECORDS WITH YOU FOR THE RECORD REVIEW?"
Q13000_Client_ID_5,Client ID from the record register.
Q13000_Client_Name_5,Client Name from the record register.
Q13007_3_5,Q13007_3 Is there documentation at any visit that the client received 1 dose of IPT?
Q13009_1_5,Q13009_1 Was the client on ART prior to attending ANC?
tHFA_F003_5,tHFA_F003 Is there documentation at any visit that the client received an HIV test during ANC?
tHFA_F001_5,tHFA_F001 Is there documentation that the client is HIV positive (diagnosed either during or prior to her pregnancy)?
tHFA_F004_5,"tHFA_F004 For HIV-positive women, is there documentation that the woman is on ART during pregnancy or breastfeeding?"
TBSF002_A_5,TBSF002_A Is cough recorded as either present or absent?
TBSF002_B_5,TBSF002_B Is fever recorded as either present or absent?
TBSF002_C_5,TBSF002_C Are night sweats recorded as either present or absent?
TBSF002_D_5,TBSF002_D Is weight loss recorded as either present or absent?
Q13004_1_5,Q13004_1 What was the recorded gestational age (in weeks) at the most recent ANC visit?
Q13004_7_5,Q13004_7 Which ANC visit (number) does the most recent visit represent?
Q13004_8_5,Q13004_8 Is the client’s blood pressure documented for the most recent visit?
Q13004_10_5,Q13004_10 Is it documented that the client was provided or prescribed iron and folic acid during the most recent visit?
Q13004_11_5,Q13004_11 Is there documentation that the client received counseling on pregnancy danger signs at the most recent visit?
Q13005_1_5,Q13005_1 Is a syphilis blood test result documented at any ANC visit?
Q13005_2_5,"Q13005_2 Is there documentation that the client received any medicine for the treatment of intestinal worms (e.g., albendazole, mebendazole)?"
Q13005_5_5,Q13005_5 Is any hemoglobin or hematocrit result documented for any ANC visit during this pregnancy?
Q13012,Q13012 ANY ISSUES OR EXPLANATIONS TO DOCUMENT RELATED TO THE RECORD REVIEW
Q13012A,Q13012A IF YES PLEASE SPECIFY
Q13400,Q13400 Does this facility offer ART services?
Q13401_01,Q13401_01 NUMBER OF DIFFERENT MONTHS FROM WHICH THE SAMPLE WAS SELECTED
Q13401_02,Q13401_02 NUMBER OF ELIGIBLE CLIENTS IDENTIFIED
Q13401_02A,Q13401_03 NUMBER OF ELIGIBLE CLIENTS SAMPLED
Q13401_03,Q13401_04 NUMBER OF ORIGINALLY SELECTED SAMPLE CLIENTS REPLACED DUE TO MISSING INDIVIDUAL CLIENT RECORDS
Q13401_04,"Q13401_05 SOURCE DATA FOR SAMPLE SELECTION: IF MORE THAN ONE SOURCE IS USED TO IDENTIFY THE SAMPLE, CIRCLE (ENTER RESPONSES FOR) ALL THAT APPLY"
Q13401_04_HIV_TESTING_REGISTER,Q13401_04_HIV_TESTING_REGISTER
Q13401_04_ART_REGISTER,Q13401_04_ART_REGISTER
Q13401_04_ART_ENROLLMENT_REGISTER,Q13401_04_ART_ENROLLMENT_REGISTER
Q13401_04_ART_INITIATION_REGISTER,Q13401_04_ART_INITIATION_REGISTER
Q13401_04_ART_TREATMENT_REGISTER,Q13401_04_ART_TREATMENT_REGISTER
Q13401_04_INDIVIDUAL_ART_CLIENT_CARDS_CHARTS_RECORDS,Q13401_04_INDIVIDUAL_ART_CLIENT_CARDS_CHARTS_RECORDS
Q13401_04_OTHER_SPECIFY_,Q13401_04_OTHER_SPECIFY_
Q13401_04A,Q13401_05A PLEASE SPECIFY OTHER
RECORD_REVIEW_ART_count,RECORD_REVIEW_ART_count
RR_ART_Begin_1,"ENUMERATOR, DO YOU HAVE ART CLIENT RECORDS WITH YOU FOR THE RECORD REVIEW? "
Q13400_Client_ID_1,Client ID from the record register.
Q13400_Client_Name_1,Client Name from the record register.
Q13408_01_1,Q13408_01 Is there documentation that the client was assessed for cough at the most recent visit?
Q13408_02_1,Q13408_02 Is there a measured temperature or a comment on history of fever status documented at the most recent visit?
Q13408_03_1,Q13408_03 Is there a measured weight or a comment on status of weight loss documented for the client at the most recent visit?
tHFAG003_1,tHFAG003 Is there documentation that the client was assessed for night sweats at the most recent visit?
tHFAG004_1,"tHFAG004 Is there documentation that the client was screened for TB at the most recent visit, but the documentation did not list the four TB symptoms (cough, fever, night sweats, weight loss)? For example, was the documentation something like: ""TB screening completed"" or ""TB screening negative""?"
Q13408_08_1,Q13408_08 What was the client’s TB status at the most recent time this was documented?
Q13408_09_1,Q13408_09 Is there documentation that the client is currently enrolled in TB treatment?
tHFAG001_1,tHFAG001 Was the client’s blood pressure recorded at the most recent visit?
tHFAG002_1,tHFAG002 Did the client begin ART at least 12 months ago?
tHFAG005_1,"tHFAG005 If yes, has the patient been on ART at two time points at least 12 months apart?"
RR_ART_Begin_2,"ENUMERATOR, DO YOU HAVE ART CLIENT RECORDS WITH YOU FOR THE RECORD REVIEW? "
Q13400_Client_ID_2,Client ID from the record register.
Q13400_Client_Name_2,Client Name from the record register.
Q13408_01_2,Q13408_01 Is there documentation that the client was assessed for cough at the most recent visit?
Q13408_02_2,Q13408_02 Is there a measured temperature or a comment on history of fever status documented at the most recent visit?
Q13408_03_2,Q13408_03 Is there a measured weight or a comment on status of weight loss documented for the client at the most recent visit?
tHFAG003_2,tHFAG003 Is there documentation that the client was assessed for night sweats at the most recent visit?
tHFAG004_2,"tHFAG004 Is there documentation that the client was screened for TB at the most recent visit, but the documentation did not list the four TB symptoms (cough, fever, night sweats, weight loss)? For example, was the documentation something like: ""TB screening completed"" or ""TB screening negative""?"
Q13408_08_2,Q13408_08 What was the client’s TB status at the most recent time this was documented?
Q13408_09_2,Q13408_09 Is there documentation that the client is currently enrolled in TB treatment?
tHFAG001_2,tHFAG001 Was the client’s blood pressure recorded at the most recent visit?
