Q100,Q102,Q105,Q106,Q105_a,Q113,Q113_A,Q116,Q116_A,Q117,Q118,tHFA_A001,tHFA_A002,HIV,TB,Malaria,ANC,Immu,Quality_Score,HW_Competence_Score,HW_Check,ANC_score,ART_score,TB_score,Patient_Centeredness_Score,PC_Individuals,PC_attributes,iss_score,iss_check,fac_iss,fac_tech,fac_stats,fac_group_PS,fac_comms_data,HTM-ANC,hiv testing,ART access,iptp scores,TB screening,system_CHW_score,chw_count,chw_show,chw_iss,chw_contract,chw_paid,chw_tools,facility_composite,HTM-ANC,presence_score,caseload,ANC_score,DPT_score,TB_treatment_completion,ART_retention,CHW_paid,CHW_scores,CLM_score,guideline_score,guideline_check,guide_HIV_test,guide_ART,guide_TB,guide_malaria,guide_anc,guide_immu,guide_imci,oxygen_score,oxygen_avl,oxygen_avo,test-capac,test-capac_check,with lab,without lab,vacancy_score,all_funded_posts,all_unfilled_posts
NGA_000659,General Hospital Ijebu Ife,Ogun,Ijebu-East,SECONDARY,OTHER GENERAL HOSPITAL,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,10569,100,100,100,100,100,84.67592592592592,85.18518518518519,"[55.55555555555556, 66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",64.44444444444446,100.0,100.0,84.16666666666666,"[80.55555555555556, 87.5, 77.77777777777777, 87.5, 87.5]","[100, 100, 100, 100, 25, 100, 100, 100, 0, 100, 100, 100, 100, 0, 100, 100, 100, nan, 100, 100, 100, 100, 0, 100, 100, 100, 0, 100, 100, 100, 100, 0, 100, 100, 100, nan, 100, 100, 100, 100, 0, 100, 100, 100, nan]",100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,50.0,,,100.0,0.0,50.0,5,"[50.0, 50.0, 50.0, 50.0, 50.0]",100.0,0.0,0.0,100.0,77.08333333333333,50.0,100.0,12.5,100.0,,100.0,100.0,0.0,"[0, 0, 0, 0, 0]",100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,,,10.0,999.0
NGA_000557,Central Hospital (Mariere Memorial) Ughelli,Delta,Ughelli-North,SECONDARY,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,439000,100,100,100,100,100,50.0,100.0,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",100.0,100.0,100.0,0.0,"[0.0, 0.0]","[nan, nan, nan, nan, nan, 0, 0, nan, 0, nan, nan, nan, nan, nan, 0, 0, nan, 0]",100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,40.0,5,"[0.0, 50.0, 75.0, 25.0, 50.0]",20.0,0.0,60.0,80.0,90.0,100.0,,,100.0,,60.0,100.0,60.0,"[0, 100, 100, 0, 100]",100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,,,999.0,999.0
NGA_000558,General Hospital Otu-Jeremi,Delta,Ughelli-South,SECONDARY,OTHER GENERAL HOSPITAL,,OTHER (SPECIFY),State Referal,RURAL,BOTH OUT AND INPATIENT,SECONDARY,291400,100,100,100,100,100,70.83333333333333,88.88888888888889,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 0.0, 100.0, 100.0]",100.0,100.0,66.66666666666667,52.77777777777778,[52.77777777777778],"[75, 75, 0, 25, 0, 100, 100, 100, 0]",100.0,"[100, 100, 100, nan]",100,100.0,100.0,100.0,,100.0,,100.0,100.0,100.0,,0,[],,,,,66.23931623931624,100.0,30.76923076923077,20.0,80.0,,66.66666666666666,100.0,,[],100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,51.851851851851855,"[100, 100, 0, 0, 100, 0, 100, 100, 100, 0, 0, 100, 100, 0, 0, 100, 100, 0, 0, 0, 0, 0, 0, 100, 100, 100, 100]",51.851851851851855,,,999.0,999.0
NGA_000713,Baptist Hospital Ogbomosho (Bowen University Teaching Hospital),Oyo,Ogbomoso-North,TERTIARY,OTHER (SPECIFY),Private teaching hospital,MISSION/FAITH-BASED,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,656000,100,100,100,100,100,82.24747474747474,85.60606060606061,"[90.0, 81.81818181818181, 80.0, 100.0, 80.0, 50.0, 66.66666666666667, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",86.36363636363636,66.66666666666667,100.0,78.88888888888889,"[77.77777777777777, 86.11111111111111, 69.44444444444444, 88.88888888888889, 72.22222222222223]","[50, 100, 100, 100, 50, 100, 100, 100, 0, 100, 100, 100, 100, 75, 100, 100, 100, 0, 50, 100, 75, 100, 100, 100, 0, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 50, 50, 100, 100, 50, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,75.00000000000001,100.0,50.0,100.0,40.0,25.0,2,"[25.0, 25.0]",100.0,0.0,0.0,0.0,51.54398148148149,75.00000000000001,88.88888888888889,5.375,20.0,,20.0,100.0,0.0,"[0, 0]",100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.66666666666667,"[100, 100, 0, 100, 100, 0, 100, 100, 100, 100, 100, 0, 0, 100, 100, 100, 100, 100, 0, 100, 0, 0, 100, 0, 100, 0, 100]",66.66666666666667,,15.29051987767584,327.0,50.0
NGA_000388,Ezeagu - Primary Health Centre Agba-Umana,Enugu,Ezeagu,PRIMARY,HEALTH CENTRE,,OTHER (SPECIFY),Both Health Center & Ministry of Health,RURAL,OUTPATIENT ONLY,PRIMARY,244900,100,100,100,100,100,70.0,70.0,"[70.0, 70.0, 60.0, 60.0, 60.0, 100.0]",64.0,,100.0,,[],[],100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,66.66666666666667,100.0,,100.0,0.0,0.0,1,[0.0],0.0,0.0,0.0,0.0,50.35974499089253,66.66666666666667,50.0,15.0,100.0,70.49180327868852,0.0,,0.0,[0],16.666666666666664,83.33333333333333,"[100, nan, 0, 100, 100, 100, 100]",100.0,,0.0,100.0,100.0,100.0,100.0,,,,27.272727272727273,"[100, 0, 0, 0, 100, 100, 0, 0, 0, 0, 0]",,27.272727272727273,0.0,2.0,0.0
NGA_000712,Our Lady Catholic Hospital Iseyin,Oyo,Iseyin,SECONDARY,OTHER (SPECIFY),Private,MISSION/FAITH-BASED,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,365000,100,100,100,100,100,83.50494123931625,89.14529914529915,"[80.0, 90.0, 88.88888888888889, 100.0, 50.0, 100.0, 100.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0]",89.72222222222223,75.0,100.0,77.86458333333334,"[93.75, 75.0, 58.333333333333336, 84.375]","[100, 100, 100, 100, 50, 100, 100, 100, nan, 100, 100, 75, 100, 100, 100, 100, 0, 0, 75, 75, 100, 100, 75, 0, 0, 100, 0, 100, 75, 100, 100, 100, 100, 100, nan, 0]",100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,79.16666666666667,100.0,100.0,100.0,50.0,25.0,2,"[25.0, 25.0]",100.0,0.0,0.0,0.0,41.111111111111114,79.16666666666667,100.0,2.5,25.0,,40.0,0.0,0.0,"[0, 0]",83.33333333333334,100.0,"[100, 100, 100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,0.0,100.0,62.96296296296296,"[100, 0, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 0, 0, 100, 0, 0, 0, 100, 100, 0, 100, 100, 0, 100, 0]",62.96296296296296,,9.615384615384617,52.0,5.0
NGA_000551,Ndokwa West - Brema Hospital Kwale,Delta,Ndokwa-West,PRIMARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,3500,100,100,100,100,100,100.0,100.0,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",100.0,100.0,100.0,,[],[],100.0,"[100, 100, 100, nan]",100,100.0,100.0,100.0,,100.0,,100.0,100.0,100.0,,0,[],,,,,67.8271221532091,100.0,50.0,4.5,100.0,86.95652173913044,33.33333333333333,100.0,,[],100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,48.148148148148145,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 100, 100, 0]",48.148148148148145,,,999.0,999.0
NGA_000368,Ezza South - Health Centre Ezzama,Ebonyi,Ezza-South,PRIMARY,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,198793,0,0,100,100,100,89.77777777777779,89.77777777777779,"[90.0, 88.88888888888889, 90.0, 90.0, 90.0]",89.77777777777779,,,,[],[],100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,63.333333333333336,100.0,,100.0,0.0,25.0,1,[25.0],100.0,0.0,0.0,0.0,57.91666666666667,63.333333333333336,60.0,8.333333333333334,100.0,,,,0.0,[0],100.0,100.0,"[nan, nan, nan, 100, 100, 100, 100]",,,,100.0,100.0,100.0,100.0,50.0,0.0,100.0,27.272727272727273,"[0, 0, 0, 0, 100, 0, 0, 0, 100, 0, 100]",,27.272727272727273,,999.0,999.0
NGA_000300,New Era Specialist Hospital Aba,Abia,Aba-South,SECONDARY,COMPREHENSIVE HEALTH CENTRE/ POLY CLINIC,,PRIVATE-FOR-PROFIT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,200000,100,100,100,100,100,81.03543447293447,95.98290598290599,"[90.0, 88.88888888888889, 90.0, 88.88888888888889, 90.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",89.55555555555557,100.0,100.0,66.08796296296296,"[53.125, 56.25, 88.88888888888889]","[100, 100, 75, nan, 50, 0, 0, 100, 0, 50, 100, 100, 100, nan, 0, 0, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,60.0,100.0,100.0,100.0,0.0,50.0,1,[50.0],100.0,0.0,100.0,0.0,57.5,60.0,,,100.0,,20.0,50.0,100.0,[100],100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.29629629629629,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100]",96.29629629629629,,,999.0,999.0
NGA_000446,Cottage Hospital Ekpene Obo,Akwa-Ibom,Esit-Eket,SECONDARY,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,44000,100,100,100,100,100,75.44444444444444,75.44444444444444,"[100.0, 66.66666666666667, 77.77777777777777, 80.0, 80.0, 100.0, 50.0, 50.0, 100.0, 50.0]",80.88888888888889,66.66666666666667,75.0,,[],[],100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,66.66666666666667,100.0,100.0,100.0,20.0,50.0,1,[50.0],100.0,0.0,100.0,0.0,71.02777777777779,66.66666666666667,100.0,9.5,100.0,,50.0,100.0,100.0,[100],100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,,[nan],,,,999.0,999.0
NGA_000555,Central Hospital Sapele,Delta,Sapele,SECONDARY,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,500000,100,100,100,100,100,90.0,90.0,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 0.0, 100.0]",100.0,100.0,66.66666666666667,,[],[],100.0,"[100, 100, 100, nan]",100,100.0,100.0,100.0,,100.0,,100.0,100.0,100.0,,0,[],,,,,79.33333333333334,100.0,,,80.0,83.33333333333334,33.33333333333333,100.0,,[],100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,,,999.0,999.0
NGA_000543,General Hospital Oghara,Delta,Ethiope-West,SECONDARY,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,200000,100,100,100,100,100,100.0,100.0,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",100.0,100.0,100.0,,[],[],100.0,"[100, 100, 100, nan]",100,100.0,100.0,100.0,,100.0,,100.0,100.0,100.0,,0,[],,,,,75.53571428571429,100.0,100.0,3.75,80.0,70.0,75.0,100.0,,[],100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40.74074074074074,"[100, 100, 100, 100, 100, 100, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 100, 100, 100]",40.74074074074074,,,999.0,999.0
NGA_000499,Comprehensive Health Centre Mbiaya Uruan,Akwa-Ibom,Uruan,PRIMARY,COMPREHENSIVE HEALTH CENTRE/ POLY CLINIC,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,230000,100,100,100,100,100,72.8926282051282,80.85470085470085,"[55.55555555555556, 40.0, 88.88888888888889, 77.77777777777777, 88.88888888888889, 50.0, 100.0, 100.0, 100.0, 50.0, 100.0, 100.0, 100.0]",70.22222222222221,80.0,100.0,64.93055555555557,"[71.875, 66.66666666666667, 69.44444444444444, 69.44444444444444, 47.22222222222222]","[25, 100, 25, 100, 25, 100, 100, 100, nan, 75, 75, 50, 50, 50, 100, 100, 100, 0, 100, 75, 50, 50, 50, 100, 100, 100, 0, 75, 75, 50, 50, 75, 100, 100, 100, 0, 100, 50, 75, 100, 100, 0, 0, 0, 0]",100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,46.66666666666667,0.0,,80.0,20.0,0.0,1,[0.0],0.0,0.0,0.0,0.0,64.74983232729711,46.66666666666667,50.0,4.0,100.0,85.91549295774648,66.66666666666666,100.0,0.0,[0],100.0,85.71428571428571,"[100, 100, 100, 100, 0, 100, 100]",100.0,100.0,100.0,100.0,0.0,100.0,100.0,,,,11.11111111111111,"[100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0]",11.11111111111111,,17.77777777777778,45.0,8.0
NGA_000550,Central Hospital Oleh,Delta,Isoko-South,SECONDARY,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,195000,100,100,100,100,100,87.0,87.0,"[100.0, 90.0, 100.0, 90.0, 90.0, 100.0, 100.0, 100.0, 100.0, 0.0, nan]",94.0,100.0,66.66666666666667,,[],[],100.0,"[100, 100, 100, nan]",100,100.0,100.0,100.0,,80.00000000000001,,40.0,100.0,100.0,,0,[],,,,,70.36507936507937,80.00000000000001,72.0,7.222222222222222,100.0,83.33333333333334,50.0,100.0,,[],100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,,,999.0,999.0
NGA_000349,Diocesan Hospital Amichi,Anambra,Nnewi-South,SECONDARY,MATERNAL/CHILD HEALTH CLINIC,,MISSION/FAITH-BASED,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,87000,100,100,100,100,100,94.44444444444444,100.0,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",100.0,100.0,100.0,88.88888888888889,"[88.88888888888889, 88.88888888888889, 88.88888888888889, 88.88888888888889, 88.88888888888889]","[100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,75.0,5,"[75.0, 75.0, 75.0, 75.0, 75.0]",100.0,100.0,0.0,100.0,80.58119867789082,100.0,83.75,7.2388059701492535,100.0,93.07958477508652,80.0,100.0,0.0,"[0, 0, 0, 0, 0]",100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,96.29629629629629,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100]",96.29629629629629,,16.923076923076923,65.0,11.0
NGA_000547,Central Hospital Agbor,Delta,Ika-South,SECONDARY,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,600000,100,100,100,100,100,98.75,98.75,"[90.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",98.0,,100.0,,[],[],100.0,"[100, 100, 100, nan]",100,100.0,100.0,100.0,,93.33333333333334,,80.0,100.0,100.0,,0,[],,,,,75.41666666666667,93.33333333333334,,,100.0,75.0,33.33333333333333,,,[],100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,,,999.0,999.0
NGA_000320,General Hospital Ekwulobia,Anambra,Aguata,SECONDARY,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,440000,100,100,100,100,100,84.44444444444444,100.0,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",100.0,100.0,100.0,68.88888888888889,"[83.33333333333333, 88.88888888888889, 83.33333333333333, 0.0, 88.88888888888889]","[100, 100, 50, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 50, 100, 100, 100, 100, 100, 0, nan, nan, nan, nan, nan, 0, 0, nan, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,75.0,5,"[50.0, 100.0, 75.0, 75.0, 75.0]",100.0,80.0,40.0,80.0,66.44793694291296,100.0,62.06896551724138,4.722222222222222,100.0,98.34437086092716,0.0,100.0,40.0,"[100, 100, 0, 0, 0]",83.33333333333334,100.0,"[100, 100, 100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,88.88888888888889,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 0, 100, 100]",88.88888888888889,,13.333333333333334,75.0,10.0
NGA_000340,Primary Health Centre Irefi Oraifite,Anambra,Ekwusigo,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,172000,100,100,100,100,100,93.61111111111111,100.0,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",100.0,,100.0,87.22222222222224,"[88.88888888888889, 80.55555555555556, 88.88888888888889, 88.88888888888889, 88.88888888888889]","[100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 25, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,50.0,5,"[25.0, 50.0, 50.0, 50.0, 75.0]",100.0,0.0,20.0,80.0,64.65273434785631,100.0,69.23076923076923,7.222222222222222,100.0,91.46341463414635,20.0,,20.0,"[0, 0, 0, 0, 100]",100.0,100.0,"[100, nan, 100, 100, 100, 100, 100]",100.0,,100.0,100.0,100.0,100.0,100.0,50.0,0.0,100.0,74.07407407407408,"[100, 0, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 0, 100, 0, 100, 100, 100, 100, 0, 100, 100, 0, 100, 100]",74.07407407407408,,33.33333333333333,18.0,6.0
NGA_000190,Apple Clinic Bauchi,Bauchi,Bauchi,PRIMARY,CLINIC/DISPENSARY,,PRIVATE-FOR-PROFIT,,URBAN,BOTH OUT AND INPATIENT,PRIMARY,881600,0,0,100,100,100,91.8481691919192,93.93939393939394,"[90.9090909090909, 100.0, 90.9090909090909]",93.93939393939394,,,89.75694444444444,"[90.625, 88.88888888888889]","[100, 75, 75, 100, 75, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, 0]",33.333333333333336,"[100, 0, 0, nan]",100,100.0,0.0,0.0,,83.33333333333333,100.0,33.333333333333336,100.0,100.0,,0,[],,,,,77.38985005767013,83.33333333333333,100.0,5.0,100.0,98.6159169550173,,,,[],50.0,100.0,"[nan, nan, nan, 100, 100, 100, nan]",,,,100.0,100.0,100.0,,50.0,0.0,100.0,,[nan],,,,14.0,999.0
NGA_000231,General Hospital Potiskum,Yobe,Potiskum,SECONDARY,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,100000,100,100,100,100,100,64.93055555555556,68.75,"[66.66666666666667, 66.66666666666667, 66.66666666666667, 50.0, 50.0, 50.0, 100.0, 100.0]",66.66666666666667,50.0,100.0,61.111111111111114,[61.111111111111114],"[100, 100, 50, 100, 0, 100, 0, 100, 0]",100.0,"[100, nan, nan, 100]",100,100.0,,,100.0,50.0,,,100.0,0.0,0.0,1,[0.0],0.0,0.0,0.0,0.0,46.81972789115646,50.0,87.5,28.571428571428573,66.66666666666667,44.99999999999999,50.0,0.0,0.0,[0],83.33333333333334,100.0,"[100, 100, 100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,40.74074074074074,"[100, 100, 100, 100, 100, 100, 0, 0, 100, 100, 0, 0, 0, 0, 0, 100, 100, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0]",40.74074074074074,,,999.0,999.0
NGA_000191,Niima Consultant Hospital Bauchi,Bauchi,Bauchi,SECONDARY,HEALTH CENTRE,,PRIVATE-FOR-PROFIT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,881600,0,0,100,100,100,90.79861111111111,100.0,"[100.0, 100.0, 100.0, 100.0]",100.0,,,81.59722222222223,"[86.11111111111111, 78.125, 80.55555555555556]","[100, 75, 100, 100, 100, 100, 100, 100, 0, 100, 100, 75, 75, 75, 100, 0, 100, nan, 100, 100, 75, 75, 75, 100, 100, 100, 0]",66.66666666666667,"[100, 0, nan, 100]",100,100.0,0.0,,100.0,100.0,,100.0,100.0,100.0,100.0,1,[100.0],100.0,100.0,100.0,100.0,67.65374331550802,100.0,64.70588235294117,5.909090909090909,100.0,,,,100.0,[100],100.0,100.0,"[nan, nan, nan, 100, 100, 100, 100]",,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,22.22222222222222,"[0, 0, 0, 100, 100, 0, 0, 0, 0, 100, 100, 0, 0, 0, 0, 100, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0]",22.22222222222222,,0.0,19.0,0.0
NGA_000040,Central Hospital Anyiin,Benue,Logo,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,150000,100,100,100,100,100,87.10317460317461,96.42857142857143,"[100.0, 100.0, 100.0, 100.0, 100.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",100.0,90.0,100.0,77.77777777777777,"[77.77777777777777, 83.33333333333333, 72.22222222222223]","[100, 100, 50, 75, 75, 100, 100, 100, 0, 75, 75, 100, 100, 100, 100, 100, 100, 0, 100, 75, 50, 50, 75, 100, 100, 100, 0]",50.0,"[100, 0, 0, 100]",100,100.0,0.0,0.0,100.0,100.0,,100.0,100.0,100.0,75.0,2,"[100.0, 50.0]",100.0,50.0,50.0,100.0,71.03925885158687,100.0,91.30434782608695,11.666666666666668,100.0,94.30379746835443,0.0,100.0,50.0,"[100, 0]",100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,0.0,100.0,62.96296296296296,"[100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 0, 0, 0, 100, 0, 0, 100, 100, 100, 0, 0, 0, 100, 0]",62.96296296296296,,,28.0,999.0
